CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	40	34	54.05	74
2	60	31	65.93	91
3	63	30	67.74	93
4	39	38	50.65	77
5	40	30	57.14	70
6	28	20	58.33	48
7	34	22	60.71	56
8	29	17	63.04	46
9	33	22	60.00	55
10	39	18	68.42	57
11	57	14	80.28	71
12	41	20	67.21	61
13	46	25	64.79	71
14	61	22	73.49	83
15	45	24	65.22	69
16	46	14	76.67	60
17	41	19	68.33	60
18	50	25	66.67	75
19	59	16	78.67	75
20	52	32	61.90	84
21	37	28	56.92	65
22	60	24	71.43	84
23	52	14	78.79	66
24	46	24	65.71	70
25	55	29	65.48	84
26	48	18	72.73	66
27	61	26	70.11	87
28	65	23	73.86	88
29	50	17	74.63	67
30	48	18	72.73	66
31	58	21	73.42	79
32	46	33	58.23	79
33	62	23	72.94	85
34	53	18	74.65	71
35	44	33	57.14	77
36	42	25	62.69	67
37	55	19	74.32	74
38	53	22	70.67	75
39	51	16	76.12	67
40	58	27	68.24	85
41	55	25	68.75	80
42	54	19	73.97	73
43	52	14	78.79	66
44	53	32	62.35	85
45	50	19	72.46	69
46	57	17	77.03	74
47	51	24	68.00	75
48	54	16	77.14	70
49	65	21	75.58	86
50	64	21	75.29	85
51	52	11	82.54	63
52	46	12	79.31	58
53	52	24	68.42	76
54	60	17	77.92	77
55	42	21	66.67	63
56	43	16	72.88	59
57	70	31	69.31	101
58	38	19	66.67	57
59	48	25	65.75	73
60	50	13	79.37	63
61	39	21	65.00	60
62	60	26	69.77	86
63	46	24	65.71	70
64	48	24	66.67	72
65	39	18	68.42	57
66	55	17	76.39	72
67	44	27	61.97	71
68	45	22	67.16	67
69	56	20	73.68	76
70	51	21	70.83	72
71	41	14	74.55	55
72	49	22	69.01	71
73	37	22	62.71	59
74	40	22	64.52	62
75	54	25	68.35	79
76	38	24	61.29	62
77	34	14	70.83	48
78	32	19	62.75	51
79	41	16	71.93	57
80	37	24	60.66	61
81	30	16	65.22	46
82	36	16	69.23	52
83	38	14	73.08	52
84	47	22	68.12	69
85	36	19	65.45	55
86	24	18	57.14	42
87	34	21	61.82	55
88	37	23	61.67	60
89	33	25	56.90	58
90	44	24	64.71	68
91	26	21	55.32	47
92	24	19	55.81	43
93	30	19	61.22	49
94	19	21	47.50	40
95	30	16	65.22	46
96	30	22	57.69	52
97	22	17	56.41	39
98	31	19	62.00	50
99	20	21	48.78	41
100	5	11	31.25	16

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	46	207	18.18	253
2	23	64	26.44	87
3	19	81	19.00	100
4	11	105	9.48	116
5	14	172	7.53	186
6	4	183	2.14	187
7	4	91	4.21	95
8	4	100	3.85	104
9	1	107	0.93	108
10	6	109	5.22	115
11	14	122	10.29	136
12	11	103	9.65	114
13	5	103	4.63	108
14	5	128	3.76	133
15	2	127	1.55	129
16	3	99	2.94	102
17	0	125	0.00	125
18	6	122	4.69	128
19	3	120	2.44	123
20	4	116	3.33	120
21	1	129	0.77	130
22	3	126	2.33	129
23	2	123	1.60	125
24	6	119	4.80	125
25	2	113	1.74	115
26	3	126	2.33	129
27	2	115	1.71	117
28	4	119	3.25	123
29	3	105	2.78	108
30	5	129	3.73	134
31	3	102	2.86	105
32	1	127	0.78	128
33	6	119	4.80	125
34	1	136	0.73	137
35	1	116	0.85	117
36	3	105	2.78	108
37	6	148	3.90	154
38	4	101	3.81	105
39	3	114	2.56	117
40	0	122	0.00	122
41	4	132	2.94	136
42	2	128	1.54	130
43	2	118	1.67	120
44	4	124	3.12	128
45	6	110	5.17	116
46	5	123	3.91	128
47	3	113	2.59	116
48	5	124	3.88	129
49	3	119	2.46	122
50	2	106	1.85	108
51	2	120	1.64	122
52	1	111	0.89	112
53	7	113	5.83	120
54	2	102	1.92	104
55	4	110	3.51	114
56	1	117	0.85	118
57	3	125	2.34	128
58	4	109	3.54	113
59	2	114	1.72	116
60	3	125	2.34	128
61	5	105	4.55	110
62	2	121	1.63	123
63	1	112	0.88	113
64	2	88	2.22	90
65	4	101	3.81	105
66	3	111	2.63	114
67	1	114	0.87	115
68	0	112	0.00	112
69	5	106	4.50	111
70	2	125	1.57	127
71	1	98	1.01	99
72	3	87	3.33	90
73	1	112	0.88	113
74	3	91	3.19	94
75	4	79	4.82	83
76	1	110	0.90	111
77	2	94	2.08	96
78	3	87	3.33	90
79	2	92	2.13	94
80	2	88	2.22	90
81	1	96	1.03	97
82	2	85	2.30	87
83	3	104	2.80	107
84	2	75	2.60	77
85	4	99	3.88	103
86	2	91	2.15	93
87	7	80	8.05	87
88	4	76	5.00	80
89	1	100	0.99	101
90	3	86	3.37	89
91	4	91	4.21	95
92	3	67	4.29	70
93	6	78	7.14	84
94	2	88	2.22	90
95	4	75	5.06	79
96	4	69	5.48	73
97	3	71	4.05	74
98	2	61	3.17	63
99	3	89	3.26	92
100	1	59	1.67	60

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	95	188	33.57	283
2	109	205	34.71	314
3	92	198	31.72	290
4	62	215	22.38	277
5	47	271	14.78	318
6	36	370	8.87	406
7	23	397	5.48	420
8	33	399	7.64	432
9	29	346	7.73	375
10	30	358	7.73	388
11	28	305	8.41	333
12	30	360	7.69	390
13	32	373	7.90	405
14	36	351	9.30	387
15	30	346	7.98	376
16	54	378	12.50	432
17	33	351	8.59	384
18	34	357	8.70	391
19	47	376	11.11	423
20	34	337	9.16	371
21	41	371	9.95	412
22	37	341	9.79	378
23	26	334	7.22	360
24	27	348	7.20	375
25	27	359	6.99	386
26	38	335	10.19	373
27	28	377	6.91	405
28	31	361	7.91	392
29	31	347	8.20	378
30	27	367	6.85	394
31	44	372	10.58	416
32	23	346	6.23	369
33	27	340	7.36	367
34	34	362	8.59	396
35	23	395	5.50	418
36	25	377	6.22	402
37	19	332	5.41	351
38	30	368	7.54	398
39	37	356	9.41	393
40	25	338	6.89	363
41	27	397	6.37	424
42	23	343	6.28	366
43	31	353	8.07	384
44	20	361	5.25	381
45	29	384	7.02	413
46	25	395	5.95	420
47	25	380	6.17	405
48	27	379	6.65	406
49	29	345	7.75	374
50	26	393	6.21	419
51	25	359	6.51	384
52	25	369	6.35	394
53	20	367	5.17	387
54	21	380	5.24	401
55	26	384	6.34	410
56	21	388	5.13	409
57	15	351	4.10	366
58	18	328	5.20	346
59	12	363	3.20	375
60	14	349	3.86	363
61	19	381	4.75	400
62	10	346	2.81	356
63	24	330	6.78	354
64	17	336	4.82	353
65	14	335	4.01	349
66	16	334	4.57	350
67	16	343	4.46	359
68	14	299	4.47	313
69	11	312	3.41	323
70	15	319	4.49	334
71	14	322	4.17	336
72	14	316	4.24	330
73	10	308	3.14	318
74	15	315	4.55	330
75	11	314	3.38	325
76	18	280	6.04	298
77	8	296	2.63	304
78	12	328	3.53	340
79	10	298	3.25	308
80	15	292	4.89	307
81	16	310	4.91	326
82	9	305	2.87	314
83	14	283	4.71	297
84	10	245	3.92	255
85	10	266	3.62	276
86	11	243	4.33	254
87	10	248	3.88	258
88	9	223	3.88	232
89	11	221	4.74	232
90	16	235	6.37	251
91	12	231	4.94	243
92	14	235	5.62	249
93	14	237	5.58	251
94	14	228	5.79	242
95	17	248	6.42	265
96	12	236	4.84	248
97	11	238	4.42	249
98	12	242	4.72	254
99	12	237	4.82	249
100	2	186	1.06	188

