CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	120	60	66.67	180
2	140	71	66.35	211
3	154	78	66.38	232
4	114	61	65.14	175
5	117	66	63.93	183
6	76	52	59.38	128
7	80	43	65.04	123
8	89	48	64.96	137
9	95	38	71.43	133
10	86	57	60.14	143
11	157	46	77.34	203
12	131	39	77.06	170
13	124	43	74.25	167
14	125	38	76.69	163
15	117	32	78.52	149
16	107	43	71.33	150
17	144	54	72.73	198
18	117	28	80.69	145
19	127	44	74.27	171
20	139	52	72.77	191
21	107	41	72.30	148
22	137	54	71.73	191
23	144	44	76.60	188
24	129	39	76.79	168
25	166	32	83.84	198
26	154	29	84.15	183
27	150	47	76.14	197
28	149	39	79.26	188
29	136	46	74.73	182
30	167	27	86.08	194
31	147	33	81.67	180
32	134	39	77.46	173
33	148	43	77.49	191
34	148	48	75.51	196
35	138	54	71.88	192
36	135	47	74.18	182
37	146	38	79.35	184
38	140	39	78.21	179
39	144	36	80.00	180
40	152	31	83.06	183
41	156	43	78.39	199
42	156	38	80.41	194
43	158	34	82.29	192
44	146	34	81.11	180
45	146	50	74.49	196
46	144	41	77.84	185
47	149	39	79.26	188
48	140	47	74.87	187
49	134	43	75.71	177
50	163	37	81.50	200
51	139	44	75.96	183
52	122	38	76.25	160
53	150	40	78.95	190
54	135	27	83.33	162
55	141	48	74.60	189
56	129	51	71.67	180
57	139	31	81.76	170
58	110	34	76.39	144
59	130	35	78.79	165
60	122	45	73.05	167
61	121	42	74.23	163
62	128	32	80.00	160
63	126	58	68.48	184
64	134	34	79.76	168
65	124	33	78.98	157
66	122	36	77.22	158
67	119	37	76.28	156
68	121	36	77.07	157
69	105	40	72.41	145
70	124	36	77.50	160
71	134	45	74.86	179
72	83	28	74.77	111
73	117	40	74.52	157
74	114	29	79.72	143
75	110	35	75.86	145
76	100	34	74.63	134
77	119	34	77.78	153
78	118	29	80.27	147
79	90	33	73.17	123
80	112	24	82.35	136
81	117	35	76.97	152
82	92	28	76.67	120
83	95	41	69.85	136
84	96	43	69.06	139
85	87	38	69.60	125
86	76	30	71.70	106
87	87	45	65.91	132
88	76	37	67.26	113
89	96	31	75.59	127
90	77	30	71.96	107
91	73	33	68.87	106
92	64	37	63.37	101
93	75	31	70.75	106
94	66	32	67.35	98
95	58	27	68.24	85
96	73	31	70.19	104
97	62	28	68.89	90
98	54	28	65.85	82
99	55	44	55.56	99
100	23	23	50.00	46

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	89	495	15.24	584
2	35	151	18.82	186
3	22	191	10.33	213
4	16	276	5.48	292
5	10	346	2.81	356
6	9	415	2.12	424
7	7	263	2.59	270
8	5	231	2.12	236
9	9	222	3.90	231
10	23	257	8.21	280
11	15	235	6.00	250
12	9	271	3.21	280
13	12	257	4.46	269
14	9	275	3.17	284
15	13	279	4.45	292
16	3	254	1.17	257
17	7	252	2.70	259
18	14	276	4.83	290
19	8	263	2.95	271
20	7	250	2.72	257
21	5	247	1.98	252
22	8	250	3.10	258
23	8	246	3.15	254
24	4	312	1.27	316
25	7	275	2.48	282
26	6	285	2.06	291
27	8	249	3.11	257
28	3	267	1.11	270
29	14	240	5.51	254
30	11	266	3.97	277
31	6	285	2.06	291
32	3	278	1.07	281
33	8	263	2.95	271
34	7	277	2.46	284
35	4	291	1.36	295
36	5	272	1.81	277
37	6	278	2.11	284
38	8	297	2.62	305
39	11	285	3.72	296
40	6	295	1.99	301
41	4	281	1.40	285
42	4	290	1.36	294
43	5	274	1.79	279
44	4	280	1.41	284
45	9	267	3.26	276
46	6	293	2.01	299
47	5	270	1.82	275
48	6	263	2.23	269
49	8	301	2.59	309
50	6	267	2.20	273
51	7	287	2.38	294
52	2	276	0.72	278
53	4	271	1.45	275
54	7	271	2.52	278
55	7	288	2.37	295
56	7	288	2.37	295
57	9	246	3.53	255
58	8	249	3.11	257
59	4	247	1.59	251
60	9	259	3.36	268
61	6	297	1.98	303
62	10	254	3.79	264
63	9	226	3.83	235
64	6	232	2.52	238
65	7	234	2.90	241
66	5	231	2.12	236
67	12	239	4.78	251
68	10	254	3.79	264
69	10	226	4.24	236
70	4	256	1.54	260
71	9	234	3.70	243
72	5	238	2.06	243
73	5	217	2.25	222
74	11	237	4.44	248
75	7	249	2.73	256
76	9	228	3.80	237
77	4	233	1.69	237
78	12	192	5.88	204
79	7	190	3.55	197
80	12	228	5.00	240
81	8	195	3.94	203
82	5	187	2.60	192
83	8	201	3.83	209
84	7	191	3.54	198
85	7	182	3.70	189
86	7	157	4.27	164
87	5	192	2.54	197
88	9	193	4.46	202
89	6	195	2.99	201
90	14	164	7.87	178
91	9	185	4.64	194
92	5	165	2.94	170
93	8	162	4.71	170
94	7	168	4.00	175
95	11	145	7.05	156
96	4	163	2.40	167
97	8	154	4.94	162
98	7	156	4.29	163
99	7	176	3.83	183
100	2	125	1.57	127

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	129	287	31.01	416
2	125	450	21.74	575
3	89	405	18.02	494
4	73	483	13.13	556
5	44	630	6.53	674
6	45	708	5.98	753
7	44	855	4.89	899
8	50	854	5.53	904
9	38	822	4.42	860
10	46	773	5.62	819
11	36	752	4.57	788
12	42	766	5.20	808
13	39	779	4.77	818
14	36	808	4.27	844
15	30	785	3.68	815
16	53	707	6.97	760
17	29	750	3.72	779
18	29	749	3.73	778
19	30	749	3.85	779
20	35	749	4.46	784
21	36	815	4.23	851
22	33	748	4.23	781
23	31	768	3.88	799
24	29	756	3.69	785
25	30	717	4.02	747
26	30	759	3.80	789
27	25	787	3.08	812
28	30	775	3.73	805
29	28	776	3.48	804
30	26	761	3.30	787
31	29	797	3.51	826
32	26	775	3.25	801
33	25	739	3.27	764
34	31	738	4.03	769
35	16	775	2.02	791
36	30	729	3.95	759
37	27	754	3.46	781
38	24	794	2.93	818
39	33	789	4.01	822
40	36	758	4.53	794
41	34	787	4.14	821
42	24	767	3.03	791
43	32	784	3.92	816
44	35	779	4.30	814
45	23	735	3.03	758
46	30	763	3.78	793
47	32	759	4.05	791
48	24	813	2.87	837
49	16	735	2.13	751
50	23	764	2.92	787
51	26	821	3.07	847
52	24	751	3.10	775
53	19	750	2.47	769
54	18	731	2.40	749
55	19	740	2.50	759
56	29	755	3.70	784
57	31	767	3.88	798
58	21	748	2.73	769
59	36	773	4.45	809
60	24	754	3.08	778
61	23	743	3.00	766
62	19	734	2.52	753
63	18	711	2.47	729
64	19	691	2.68	710
65	27	706	3.68	733
66	18	684	2.56	702
67	25	666	3.62	691
68	25	706	3.42	731
69	22	674	3.16	696
70	22	671	3.17	693
71	29	627	4.42	656
72	24	657	3.52	681
73	26	650	3.85	676
74	19	590	3.12	609
75	25	608	3.95	633
76	18	640	2.74	658
77	17	586	2.82	603
78	28	634	4.23	662
79	28	585	4.57	613
80	32	567	5.34	599
81	24	556	4.14	580
82	28	575	4.64	603
83	23	554	3.99	577
84	19	543	3.38	562
85	22	568	3.73	590
86	21	508	3.97	529
87	21	524	3.85	545
88	18	525	3.31	543
89	23	529	4.17	552
90	28	520	5.11	548
91	28	518	5.13	546
92	21	464	4.33	485
93	31	459	6.33	490
94	32	472	6.35	504
95	20	481	3.99	501
96	29	458	5.95	487
97	27	450	5.66	477
98	29	441	6.17	470
99	24	398	5.69	422
100	12	366	3.17	378

