CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	82	57	58.99	139
2	117	59	66.48	176
3	122	62	66.30	184
4	77	49	61.11	126
5	67	49	57.76	116
6	38	45	45.78	83
7	51	36	58.62	87
8	49	51	49.00	100
9	65	39	62.50	104
10	56	40	58.33	96
11	86	33	72.27	119
12	83	33	71.55	116
13	93	49	65.49	142
14	84	38	68.85	122
15	72	36	66.67	108
16	89	47	65.44	136
17	86	43	66.67	129
18	56	43	56.57	99
19	85	39	68.55	124
20	92	51	64.34	143
21	100	44	69.44	144
22	79	50	61.24	129
23	90	38	70.31	128
24	91	44	67.41	135
25	79	38	67.52	117
26	72	35	67.29	107
27	94	48	66.20	142
28	84	49	63.16	133
29	97	29	76.98	126
30	82	39	67.77	121
31	81	43	65.32	124
32	88	31	73.95	119
33	84	44	65.62	128
34	78	40	66.10	118
35	103	37	73.57	140
36	88	49	64.23	137
37	86	39	68.80	125
38	103	37	73.57	140
39	84	31	73.04	115
40	92	46	66.67	138
41	78	42	65.00	120
42	70	43	61.95	113
43	99	48	67.35	147
44	94	42	69.12	136
45	79	45	63.71	124
46	90	41	68.70	131
47	102	42	70.83	144
48	89	34	72.36	123
49	87	39	69.05	126
50	94	38	71.21	132
51	92	35	72.44	127
52	81	27	75.00	108
53	77	48	61.60	125
54	86	43	66.67	129
55	83	35	70.34	118
56	91	46	66.42	137
57	74	34	68.52	108
58	81	38	68.07	119
59	80	28	74.07	108
60	61	39	61.00	100
61	74	52	58.73	126
62	88	32	73.33	120
63	78	45	63.41	123
64	89	39	69.53	128
65	83	43	65.87	126
66	79	42	65.29	121
67	79	25	75.96	104
68	86	25	77.48	111
69	74	43	63.25	117
70	68	34	66.67	102
71	72	49	59.50	121
72	71	38	65.14	109
73	68	29	70.10	97
74	76	35	68.47	111
75	64	30	68.09	94
76	65	36	64.36	101
77	58	38	60.42	96
78	61	30	67.03	91
79	69	36	65.71	105
80	53	46	53.54	99
81	66	33	66.67	99
82	63	53	54.31	116
83	61	29	67.78	90
84	61	32	65.59	93
85	69	38	64.49	107
86	51	38	57.30	89
87	66	27	70.97	93
88	62	28	68.89	90
89	56	24	70.00	80
90	52	27	65.82	79
91	49	29	62.82	78
92	57	25	69.51	82
93	53	26	67.09	79
94	52	35	59.77	87
95	51	30	62.96	81
96	54	34	61.36	88
97	41	31	56.94	72
98	34	25	57.63	59
99	33	20	62.26	53
100	16	19	45.71	35

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	71	363	16.36	434
2	28	120	18.92	148
3	28	188	12.96	216
4	17	222	7.11	239
5	22	314	6.55	336
6	11	325	3.27	336
7	10	216	4.42	226
8	11	173	5.98	184
9	7	192	3.52	199
10	9	218	3.96	227
11	12	196	5.77	208
12	9	183	4.69	192
13	7	221	3.07	228
14	10	201	4.74	211
15	12	186	6.06	198
16	8	227	3.40	235
17	4	192	2.04	196
18	6	213	2.74	219
19	7	213	3.18	220
20	10	243	3.95	253
21	7	243	2.80	250
22	3	211	1.40	214
23	4	203	1.93	207
24	4	191	2.05	195
25	6	226	2.59	232
26	7	202	3.35	209
27	5	219	2.23	224
28	8	243	3.19	251
29	7	219	3.10	226
30	3	234	1.27	237
31	8	233	3.32	241
32	5	240	2.04	245
33	2	220	0.90	222
34	11	237	4.44	248
35	7	213	3.18	220
36	5	223	2.19	228
37	7	212	3.20	219
38	4	223	1.76	227
39	5	208	2.35	213
40	5	243	2.02	248
41	4	222	1.77	226
42	6	202	2.88	208
43	6	226	2.59	232
44	6	205	2.84	211
45	8	235	3.29	243
46	9	247	3.52	256
47	2	214	0.93	216
48	6	237	2.47	243
49	1	228	0.44	229
50	6	229	2.55	235
51	8	230	3.36	238
52	3	208	1.42	211
53	3	221	1.34	224
54	5	215	2.27	220
55	7	230	2.95	237
56	5	189	2.58	194
57	2	200	0.99	202
58	3	247	1.20	250
59	5	246	1.99	251
60	7	199	3.40	206
61	1	210	0.47	211
62	7	206	3.29	213
63	5	182	2.67	187
64	6	195	2.99	201
65	8	169	4.52	177
66	8	215	3.59	223
67	4	202	1.94	206
68	8	184	4.17	192
69	6	201	2.90	207
70	4	191	2.05	195
71	5	189	2.58	194
72	3	186	1.59	189
73	5	212	2.30	217
74	5	166	2.92	171
75	3	187	1.58	190
76	6	202	2.88	208
77	3	153	1.92	156
78	9	186	4.62	195
79	4	153	2.55	157
80	7	170	3.95	177
81	5	176	2.76	181
82	3	189	1.56	192
83	6	162	3.57	168
84	7	141	4.73	148
85	5	176	2.76	181
86	5	131	3.68	136
87	3	168	1.75	171
88	2	157	1.26	159
89	9	132	6.38	141
90	6	130	4.41	136
91	7	126	5.26	133
92	10	125	7.41	135
93	5	136	3.55	141
94	5	170	2.86	175
95	7	137	4.86	144
96	5	127	3.79	132
97	2	139	1.42	141
98	2	135	1.46	137
99	5	118	4.07	123
100	1	107	0.93	108

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	133	274	32.68	407
2	138	376	26.85	514
3	94	341	21.61	435
4	78	397	16.42	475
5	61	536	10.22	597
6	44	596	6.88	640
7	39	724	5.11	763
8	48	737	6.11	785
9	44	663	6.22	707
10	35	605	5.47	640
11	35	618	5.36	653
12	32	624	4.88	656
13	39	638	5.76	677
14	35	614	5.39	649
15	38	625	5.73	663
16	41	624	6.17	665
17	25	655	3.68	680
18	39	622	5.90	661
19	34	612	5.26	646
20	29	641	4.33	670
21	26	616	4.05	642
22	34	617	5.22	651
23	33	573	5.45	606
24	22	619	3.43	641
25	31	615	4.80	646
26	29	632	4.39	661
27	26	624	4.00	650
28	27	654	3.96	681
29	28	690	3.90	718
30	35	655	5.07	690
31	36	645	5.29	681
32	23	620	3.58	643
33	29	627	4.42	656
34	27	643	4.03	670
35	30	673	4.27	703
36	30	693	4.15	723
37	38	715	5.05	753
38	31	665	4.45	696
39	20	644	3.01	664
40	26	622	4.01	648
41	32	686	4.46	718
42	33	628	4.99	661
43	23	683	3.26	706
44	25	645	3.73	670
45	29	703	3.96	732
46	23	671	3.31	694
47	24	650	3.56	674
48	23	624	3.55	647
49	25	631	3.81	656
50	21	645	3.15	666
51	22	672	3.17	694
52	19	612	3.01	631
53	23	630	3.52	653
54	26	665	3.76	691
55	21	620	3.28	641
56	22	635	3.35	657
57	21	628	3.24	649
58	25	649	3.71	674
59	28	600	4.46	628
60	15	618	2.37	633
61	19	614	3.00	633
62	20	628	3.09	648
63	27	626	4.13	653
64	23	580	3.81	603
65	30	602	4.75	632
66	26	579	4.30	605
67	20	604	3.21	624
68	16	588	2.65	604
69	19	621	2.97	640
70	17	568	2.91	585
71	28	574	4.65	602
72	14	555	2.46	569
73	24	559	4.12	583
74	31	556	5.28	587
75	22	509	4.14	531
76	20	566	3.41	586
77	25	501	4.75	526
78	21	532	3.80	553
79	24	543	4.23	567
80	16	531	2.93	547
81	13	523	2.43	536
82	17	471	3.48	488
83	23	507	4.34	530
84	19	487	3.75	506
85	23	434	5.03	457
86	18	444	3.90	462
87	20	445	4.30	465
88	25	474	5.01	499
89	17	424	3.85	441
90	28	488	5.43	516
91	20	441	4.34	461
92	28	428	6.14	456
93	19	407	4.46	426
94	27	419	6.05	446
95	22	404	5.16	426
96	33	431	7.11	464
97	21	404	4.94	425
98	22	433	4.84	455
99	23	386	5.62	409
100	7	328	2.09	335

