CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	106	38	73.61	144
2	129	66	66.15	195
3	149	58	71.98	207
4	96	53	64.43	149
5	77	71	52.03	148
6	67	37	64.42	104
7	60	43	58.25	103
8	68	44	60.71	112
9	94	65	59.12	159
10	73	42	63.48	115
11	96	49	66.21	145
12	84	44	65.62	128
13	98	49	66.67	147
14	97	47	67.36	144
15	91	49	65.00	140
16	78	41	65.55	119
17	88	58	60.27	146
18	91	54	62.76	145
19	76	55	58.02	131
20	102	51	66.67	153
21	102	41	71.33	143
22	111	37	75.00	148
23	103	53	66.03	156
24	106	60	63.86	166
25	105	38	73.43	143
26	91	42	68.42	133
27	107	56	65.64	163
28	87	43	66.92	130
29	120	41	74.53	161
30	108	36	75.00	144
31	101	55	64.74	156
32	101	55	64.74	156
33	125	36	77.64	161
34	105	55	65.62	160
35	98	45	68.53	143
36	117	39	75.00	156
37	111	39	74.00	150
38	113	49	69.75	162
39	106	43	71.14	149
40	106	42	71.62	148
41	107	45	70.39	152
42	103	38	73.05	141
43	117	49	70.48	166
44	104	53	66.24	157
45	104	35	74.82	139
46	96	47	67.13	143
47	97	44	68.79	141
48	114	40	74.03	154
49	113	35	76.35	148
50	99	47	67.81	146
51	105	40	72.41	145
52	111	35	76.03	146
53	94	37	71.76	131
54	112	58	65.88	170
55	98	45	68.53	143
56	114	46	71.25	160
57	96	44	68.57	140
58	114	47	70.81	161
59	101	37	73.19	138
60	111	44	71.61	155
61	101	45	69.18	146
62	97	48	66.90	145
63	90	56	61.64	146
64	105	41	71.92	146
65	96	55	63.58	151
66	93	44	67.88	137
67	97	37	72.39	134
68	97	38	71.85	135
69	90	40	69.23	130
70	93	41	69.40	134
71	86	38	69.35	124
72	108	32	77.14	140
73	111	41	73.03	152
74	89	39	69.53	128
75	91	35	72.22	126
76	85	43	66.41	128
77	95	36	72.52	131
78	79	42	65.29	121
79	70	35	66.67	105
80	71	47	60.17	118
81	87	47	64.93	134
82	69	38	64.49	107
83	84	27	75.68	111
84	67	34	66.34	101
85	73	27	73.00	100
86	75	38	66.37	113
87	83	39	68.03	122
88	66	31	68.04	97
89	73	28	72.28	101
90	73	32	69.52	105
91	75	41	64.66	116
92	79	32	71.17	111
93	69	29	70.41	98
94	63	24	72.41	87
95	72	32	69.23	104
96	56	26	68.29	82
97	51	37	57.95	88
98	53	31	63.10	84
99	36	22	62.07	58
100	12	15	44.44	27

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	68	374	15.38	442
2	45	118	27.61	163
3	32	187	14.61	219
4	23	221	9.43	244
5	12	281	4.10	293
6	8	305	2.56	313
7	8	216	3.57	224
8	6	224	2.61	230
9	7	179	3.76	186
10	6	182	3.19	188
11	15	206	6.79	221
12	8	213	3.62	221
13	6	223	2.62	229
14	10	209	4.57	219
15	7	188	3.59	195
16	5	242	2.02	247
17	6	226	2.59	232
18	11	217	4.82	228
19	5	207	2.36	212
20	5	241	2.03	246
21	4	220	1.79	224
22	7	215	3.15	222
23	5	219	2.23	224
24	5	236	2.07	241
25	6	235	2.49	241
26	6	227	2.58	233
27	10	220	4.35	230
28	7	255	2.67	262
29	7	211	3.21	218
30	8	213	3.62	221
31	4	228	1.72	232
32	3	232	1.28	235
33	11	242	4.35	253
34	6	227	2.58	233
35	8	241	3.21	249
36	4	222	1.77	226
37	5	252	1.95	257
38	5	214	2.28	219
39	5	229	2.14	234
40	3	242	1.22	245
41	10	232	4.13	242
42	1	224	0.44	225
43	4	243	1.62	247
44	6	231	2.53	237
45	5	239	2.05	244
46	7	268	2.55	275
47	1	233	0.43	234
48	5	234	2.09	239
49	4	276	1.43	280
50	3	224	1.32	227
51	7	229	2.97	236
52	5	266	1.85	271
53	6	270	2.17	276
54	9	216	4.00	225
55	3	230	1.29	233
56	6	224	2.61	230
57	7	233	2.92	240
58	3	200	1.48	203
59	5	238	2.06	243
60	4	208	1.89	212
61	4	225	1.75	229
62	9	230	3.77	239
63	7	229	2.97	236
64	4	253	1.56	257
65	4	248	1.59	252
66	3	201	1.47	204
67	6	216	2.70	222
68	3	208	1.42	211
69	3	211	1.40	214
70	3	207	1.43	210
71	3	193	1.53	196
72	7	216	3.14	223
73	0	202	0.00	202
74	3	200	1.48	203
75	5	188	2.59	193
76	3	209	1.42	212
77	5	195	2.50	200
78	4	164	2.38	168
79	5	172	2.82	177
80	3	198	1.49	201
81	4	180	2.17	184
82	6	185	3.14	191
83	3	179	1.65	182
84	4	158	2.47	162
85	3	163	1.81	166
86	3	165	1.79	168
87	4	150	2.60	154
88	3	156	1.89	159
89	6	151	3.82	157
90	3	161	1.83	164
91	6	153	3.77	159
92	6	170	3.41	176
93	4	140	2.78	144
