CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	143	50	74.09	193
2	155	76	67.10	231
3	196	77	71.79	273
4	102	74	57.95	176
5	85	85	50.00	170
6	77	44	63.64	121
7	71	47	60.17	118
8	84	54	60.87	138
9	108	68	61.36	176
10	87	48	64.44	135
11	115	57	66.86	172
12	102	57	64.15	159
13	126	48	72.41	174
14	115	47	70.99	162
15	118	57	67.43	175
16	106	44	70.67	150
17	98	65	60.12	163
18	103	69	59.88	172
19	97	60	61.78	157
20	128	61	67.72	189
21	116	51	69.46	167
22	120	43	73.62	163
23	120	51	70.18	171
24	126	63	66.67	189
25	123	48	71.93	171
26	101	53	65.58	154
27	125	67	65.10	192
28	108	43	71.52	151
29	146	57	71.92	203
30	121	42	74.23	163
31	127	67	65.46	194
32	118	57	67.43	175
33	149	42	78.01	191
34	128	62	67.37	190
35	134	52	72.04	186
36	129	46	73.71	175
37	129	51	71.67	180
38	131	57	69.68	188
39	119	53	69.19	172
40	129	46	73.71	175
41	122	61	66.67	183
42	122	43	73.94	165
43	129	58	68.98	187
44	128	58	68.82	186
45	113	47	70.62	160
46	105	54	66.04	159
47	115	45	71.88	160
48	135	54	71.43	189
49	141	37	79.21	178
50	103	53	66.03	156
51	119	48	71.26	167
52	125	38	76.69	163
53	127	43	74.71	170
54	126	67	65.28	193
55	105	52	66.88	157
56	119	54	68.79	173
57	105	44	70.47	149
58	133	52	71.89	185
59	112	45	71.34	157
60	118	48	71.08	166
61	118	51	69.82	169
62	109	55	66.46	164
63	102	68	60.00	170
64	117	41	74.05	158
65	115	61	65.34	176
66	106	59	64.24	165
67	107	44	70.86	151
68	110	44	71.43	154
69	104	44	70.27	148
70	102	51	66.67	153
71	104	45	69.80	149
72	124	41	75.15	165
73	111	52	68.10	163
74	96	40	70.59	136
75	96	43	69.06	139
76	97	52	65.10	149
77	100	41	70.92	141
78	88	50	63.77	138
79	75	46	61.98	121
80	85	54	61.15	139
81	89	59	60.14	148
82	84	47	64.12	131
83	92	34	73.02	126
84	72	46	61.02	118
85	88	38	69.84	126
86	79	49	61.72	128
87	78	50	60.94	128
88	77	36	68.14	113
89	77	37	67.54	114
90	67	33	67.00	100
91	82	48	63.08	130
92	85	46	64.89	131
93	67	29	69.79	96
94	72	38	65.45	110
95	84	36	70.00	120
96	53	36	59.55	89
97	52	47	52.53	99
98	69	40	63.30	109
99	33	36	47.83	69
100	15	27	35.71	42

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	77	442	14.84	519
2	47	127	27.01	174
3	30	225	11.76	255
4	23	262	8.07	285
5	11	342	3.12	353
6	6	390	1.52	396
7	8	254	3.05	262
8	7	266	2.56	273
9	9	226	3.83	235
10	10	210	4.55	220
11	16	243	6.18	259
12	11	270	3.91	281
13	4	245	1.61	249
14	10	230	4.17	240
15	10	223	4.29	233
16	4	284	1.39	288
17	6	266	2.21	272
18	12	241	4.74	253
19	5	257	1.91	262
20	7	268	2.55	275
21	7	274	2.49	281
22	8	250	3.10	258
23	5	254	1.93	259
24	8	260	2.99	268
25	8	270	2.88	278
26	5	260	1.89	265
27	10	255	3.77	265
28	8	286	2.72	294
29	9	256	3.40	265
30	10	241	3.98	251
31	6	272	2.16	278
32	4	258	1.53	262
33	12	273	4.21	285
34	6	273	2.15	279
35	11	285	3.72	296
36	8	273	2.85	281
37	6	292	2.01	298
38	6	252	2.33	258
39	4	252	1.56	256
40	4	276	1.43	280
41	8	286	2.72	294
42	6	275	2.14	281
43	4	283	1.39	287
44	5	287	1.71	292
45	6	286	2.05	292
46	10	291	3.32	301
47	1	274	0.36	275
48	6	264	2.22	270
49	5	312	1.58	317
50	5	269	1.82	274
51	8	261	2.97	269
52	6	309	1.90	315
53	10	305	3.17	315
54	10	254	3.79	264
55	4	277	1.42	281
56	7	253	2.69	260
57	7	260	2.62	267
58	6	234	2.50	240
59	6	274	2.14	280
60	7	239	2.85	246
61	4	255	1.54	259
62	10	264	3.65	274
63	8	266	2.92	274
64	8	281	2.77	289
65	6	271	2.17	277
66	5	241	2.03	246
67	7	263	2.59	270
68	5	251	1.95	256
69	5	244	2.01	249
70	7	239	2.85	246
71	4	230	1.71	234
72	10	247	3.89	257
73	3	233	1.27	236
74	7	232	2.93	239
75	3	221	1.34	224
76	3	230	1.29	233
77	7	224	3.03	231
78	6	182	3.19	188
79	6	207	2.82	213
80	5	223	2.19	228
81	8	204	3.77	212
82	8	208	3.70	216
83	2	203	0.98	205
84	4	176	2.22	180
85	7	178	3.78	185
86	5	187	2.60	192
87	10	176	5.38	186
88	4	179	2.19	183
89	5	171	2.84	176
90	7	190	3.55	197
91	8	187	4.10	195
92	6	180	3.23	186
93	7	163	4.12	170
94	8	168	4.55	176
95	4	159	2.45	163
96	7	174	3.87	181
97	11	172	6.01	183
98	1	158	0.63	159
99	13	188	6.47	201
100	5	136	3.55	141

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	140	328	29.91	468
2	156	345	31.14	501
3	122	406	23.11	528
4	90	405	18.18	495
5	35	629	5.27	664
6	33	692	4.55	725
7	51	801	5.99	852
8	41	758	5.13	799
9	36	795	4.33	831
10	40	720	5.26	760
11	44	748	5.56	792
12	36	752	4.57	788
13	29	775	3.61	804
14	41	717	5.41	758
15	39	787	4.72	826
16	32	757	4.06	789
17	44	774	5.38	818
18	41	741	5.24	782
19	28	733	3.68	761
20	34	769	4.23	803
21	22	757	2.82	779
22	27	693	3.75	720
23	22	731	2.92	753
24	22	744	2.87	766
25	32	742	4.13	774
26	25	770	3.14	795
27	27	735	3.54	762
28	31	772	3.86	803
29	28	778	3.47	806
30	26	738	3.40	764
31	32	747	4.11	779
