CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	130	47	73.45	177
2	173	68	71.78	241
3	174	70	71.31	244
4	109	75	59.24	184
5	114	56	67.06	170
6	81	56	59.12	137
7	81	46	63.78	127
8	94	32	74.60	126
9	90	39	69.77	129
10	101	38	72.66	139
11	141	36	79.66	177
12	137	36	79.19	173
13	152	31	83.06	183
14	131	39	77.06	170
15	146	34	81.11	180
16	135	26	83.85	161
17	121	42	74.23	163
18	134	36	78.82	170
19	133	41	76.44	174
20	143	45	76.06	188
21	143	40	78.14	183
22	138	40	77.53	178
23	128	36	78.05	164
24	143	48	74.87	191
25	139	42	76.80	181
26	158	50	75.96	208
27	140	38	78.65	178
28	141	36	79.66	177
29	157	37	80.93	194
30	140	48	74.47	188
31	153	37	80.53	190
32	150	45	76.92	195
33	138	43	76.24	181
34	138	30	82.14	168
35	134	53	71.66	187
36	146	39	78.92	185
37	147	31	82.58	178
38	130	46	73.86	176
39	137	33	80.59	170
40	161	40	80.10	201
41	138	35	79.77	173
42	126	44	74.12	170
43	165	20	89.19	185
44	145	42	77.54	187
45	120	44	73.17	164
46	152	32	82.61	184
47	148	39	79.14	187
48	139	38	78.53	177
49	151	35	81.18	186
50	161	35	82.14	196
51	136	22	86.08	158
52	140	44	76.09	184
53	147	34	81.22	181
54	122	38	76.25	160
55	119	33	78.29	152
56	141	38	78.77	179
57	149	39	79.26	188
58	128	35	78.53	163
59	135	39	77.59	174
60	132	29	81.99	161
61	102	28	78.46	130
62	121	33	78.57	154
63	140	36	79.55	176
64	130	32	80.25	162
65	130	31	80.75	161
66	124	44	73.81	168
67	118	36	76.62	154
68	127	37	77.44	164
69	109	41	72.67	150
70	99	45	68.75	144
71	110	28	79.71	138
72	114	42	73.08	156
73	116	34	77.33	150
74	124	34	78.48	158
75	103	41	71.53	144
76	112	31	78.32	143
77	107	36	74.83	143
78	86	39	68.80	125
79	107	30	78.10	137
80	75	33	69.44	108
81	102	33	75.56	135
82	88	16	84.62	104
83	86	32	72.88	118
84	100	25	80.00	125
85	83	28	74.77	111
86	95	28	77.24	123
87	93	32	74.40	125
88	77	29	72.64	106
89	89	29	75.42	118
90	68	35	66.02	103
91	94	23	80.34	117
92	75	36	67.57	111
