CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	121	54	69.14	175
2	153	51	75.00	204
3	146	71	67.28	217
4	80	57	58.39	137
5	83	65	56.08	148
6	59	44	57.28	103
7	59	58	50.43	117
8	76	44	63.33	120
9	79	52	60.31	131
10	93	36	72.09	129
11	95	51	65.07	146
12	92	51	64.34	143
13	115	54	68.05	169
14	83	57	59.29	140
15	81	43	65.32	124
16	90	33	73.17	123
17	108	50	68.35	158
18	83	48	63.36	131
19	87	51	63.04	138
20	102	39	72.34	141
21	103	51	66.88	154
22	112	43	72.26	155
23	101	41	71.13	142
24	105	53	66.46	158
25	118	50	70.24	168
26	96	43	69.06	139
27	96	45	68.09	141
28	115	50	69.70	165
29	101	54	65.16	155
30	104	44	70.27	148
31	115	46	71.43	161
32	110	48	69.62	158
33	91	40	69.47	131
34	90	39	69.77	129
35	99	56	63.87	155
36	109	54	66.87	163
37	101	51	66.45	152
38	93	53	63.70	146
39	114	46	71.25	160
40	104	51	67.10	155
41	93	51	64.58	144
42	94	48	66.20	142
43	110	43	71.90	153
44	93	46	66.91	139
45	109	48	69.43	157
46	98	44	69.01	142
47	109	42	72.19	151
48	108	49	68.79	157
49	112	44	71.79	156
50	105	48	68.63	153
51	106	39	73.10	145
52	93	44	67.88	137
53	93	40	69.92	133
54	102	53	65.81	155
55	74	44	62.71	118
56	96	46	67.61	142
57	85	48	63.91	133
58	86	38	69.35	124
59	93	58	61.59	151
60	90	43	67.67	133
61	88	58	60.27	146
62	99	42	70.21	141
63	96	40	70.59	136
64	96	38	71.64	134
65	103	53	66.03	156
66	93	47	66.43	140
67	72	46	61.02	118
68	97	42	69.78	139
69	75	42	64.10	117
70	89	53	62.68	142
71	82	39	67.77	121
72	84	41	67.20	125
73	75	39	65.79	114
74	79	38	67.52	117
75	76	36	67.86	112
76	73	39	65.18	112
77	72	37	66.06	109
78	65	24	73.03	89
79	73	38	65.77	111
80	85	46	64.89	131
81	76	41	64.96	117
82	63	49	56.25	112
83	52	30	63.41	82
84	60	48	55.56	108
85	58	41	58.59	99
86	67	38	63.81	105
87	72	34	67.92	106
88	54	35	60.67	89
89	60	37	61.86	97
90	54	29	65.06	83
91	55	30	64.71	85
92	55	32	63.22	87
93	57	37	60.64	94
94	62	29	68.13	91
95	46	29	61.33	75
96	56	30	65.12	86
97	51	33	60.71	84
98	48	46	51.06	94
99	36	28	56.25	64
100	12	24	33.33	36

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	93	413	18.38	506
2	38	145	20.77	183
3	28	188	12.96	216
4	21	257	7.55	278
5	5	317	1.55	322
6	12	376	3.09	388
7	11	217	4.82	228
8	6	217	2.69	223
9	10	223	4.29	233
10	5	244	2.01	249
11	8	227	3.40	235
12	6	235	2.49	241
13	4	206	1.90	210
14	8	211	3.65	219
15	6	220	2.65	226
16	13	212	5.78	225
17	5	230	2.13	235
18	5	221	2.21	226
19	5	225	2.17	230
20	7	251	2.71	258
21	6	242	2.42	248
22	8	216	3.57	224
23	11	253	4.17	264
24	9	240	3.61	249
25	9	274	3.18	283
26	9	226	3.83	235
27	6	229	2.55	235
28	10	251	3.83	261
29	8	224	3.45	232
30	2	212	0.93	214
31	6	258	2.27	264
32	4	244	1.61	248
33	4	274	1.44	278
34	6	237	2.47	243
35	4	256	1.54	260
36	5	232	2.11	237
37	6	262	2.24	268
38	10	268	3.60	278
39	2	250	0.79	252
40	4	257	1.53	261
41	8	248	3.12	256
42	10	250	3.85	260
43	6	235	2.49	241
44	8	255	3.04	263
45	5	261	1.88	266
46	5	256	1.92	261
47	5	253	1.94	258
48	4	226	1.74	230
49	3	237	1.25	240
50	6	263	2.23	269
51	7	249	2.73	256
52	6	248	2.36	254
53	7	230	2.95	237
54	8	230	3.36	238
55	6	242	2.42	248
56	8	245	3.16	253
57	2	236	0.84	238
58	5	237	2.07	242
59	4	239	1.65	243
60	6	225	2.60	231
61	4	245	1.61	249
