CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	111	63	63.79	174
2	138	59	70.05	197
3	163	74	68.78	237
4	111	75	59.68	186
5	101	54	65.16	155
6	80	44	64.52	124
7	86	36	70.49	122
8	95	42	69.34	137
9	89	46	65.93	135
10	114	36	76.00	150
11	101	48	67.79	149
12	140	38	78.65	178
13	140	36	79.55	176
14	115	49	70.12	164
15	149	36	80.54	185
16	129	32	80.12	161
17	131	49	72.78	180
18	131	41	76.16	172
19	136	35	79.53	171
20	142	44	76.34	186
21	136	38	78.16	174
22	165	51	76.39	216
23	156	37	80.83	193
24	126	57	68.85	183
25	142	37	79.33	179
26	161	46	77.78	207
27	154	38	80.21	192
28	126	49	72.00	175
29	146	36	80.22	182
30	154	40	79.38	194
31	142	46	75.53	188
32	127	40	76.05	167
33	161	56	74.19	217
34	125	32	79.62	157
35	148	41	78.31	189
36	152	37	80.42	189
37	160	40	80.00	200
38	178	44	80.18	222
39	153	39	79.69	192
40	145	48	75.13	193
41	158	41	79.40	199
42	149	34	81.42	183
43	155	44	77.89	199
44	127	44	74.27	171
45	148	40	78.72	188
46	162	53	75.35	215
47	151	32	82.51	183
48	151	29	83.89	180
49	150	37	80.21	187
50	139	35	79.89	174
51	151	37	80.32	188
52	147	40	78.61	187
53	143	38	79.01	181
54	150	37	80.21	187
55	128	51	71.51	179
56	143	32	81.71	175
57	126	45	73.68	171
58	153	36	80.95	189
59	137	39	77.84	176
60	114	39	74.51	153
61	137	41	76.97	178
62	115	37	75.66	152
63	121	31	79.61	152
64	129	49	72.47	178
65	116	37	75.82	153
66	115	35	76.67	150
67	116	37	75.82	153
68	129	41	75.88	170
69	120	30	80.00	150
70	103	35	74.64	138
71	134	34	79.76	168
72	116	35	76.82	151
73	121	30	80.13	151
74	105	47	69.08	152
75	93	37	71.54	130
76	117	32	78.52	149
77	118	39	75.16	157
78	111	39	74.00	150
79	105	36	74.47	141
80	119	38	75.80	157
81	99	32	75.57	131
82	85	34	71.43	119
83	89	34	72.36	123
84	92	30	75.41	122
85	113	26	81.29	139
86	99	34	74.44	133
87	92	32	74.19	124
88	91	37	71.09	128
89	99	33	75.00	132
90	90	32	73.77	122
91	92	35	72.44	127
92	80	37	68.38	117
93	78	29	72.90	107
94	80	32	71.43	112
95	65	26	71.43	91
96	62	37	62.63	99
97	73	34	68.22	107
98	59	33	64.13	92
99	54	27	66.67	81
100	12	21	36.36	33

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	81	482	14.39	563
2	39	158	19.80	197
3	40	206	16.26	246
4	28	253	9.96	281
5	19	368	4.91	387
6	17	381	4.27	398
7	7	256	2.66	263
8	10	234	4.10	244
9	8	218	3.54	226
10	10	236	4.07	246
11	17	224	7.05	241
12	3	235	1.26	238
13	7	289	2.36	296
14	5	281	1.75	286
15	9	250	3.47	259
16	12	250	4.58	262
17	7	276	2.47	283
