CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	114	52	68.67	166
2	127	51	71.35	178
3	141	71	66.51	212
4	97	76	56.07	173
5	103	60	63.19	163
6	62	47	56.88	109
7	59	48	55.14	107
8	70	34	67.31	104
9	88	35	71.54	123
10	93	55	62.84	148
11	94	42	69.12	136
12	110	55	66.67	165
13	115	44	72.33	159
14	113	49	69.75	162
15	101	43	70.14	144
16	81	41	66.39	122
17	105	43	70.95	148
18	108	42	72.00	150
19	109	40	73.15	149
20	116	44	72.50	160
21	116	41	73.89	157
22	108	43	71.52	151
23	120	46	72.29	166
24	110	40	73.33	150
25	116	37	75.82	153
26	117	56	67.63	173
27	112	38	74.67	150
28	127	45	73.84	172
29	103	47	68.67	150
30	119	53	69.19	172
31	134	48	73.63	182
32	125	41	75.30	166
33	112	43	72.26	155
34	112	45	71.34	157
35	127	38	76.97	165
36	125	41	75.30	166
37	114	35	76.51	149
38	127	40	76.05	167
39	115	43	72.78	158
40	98	37	72.59	135
41	122	42	74.39	164
42	128	26	83.12	154
43	104	46	69.33	150
44	156	53	74.64	209
45	109	35	75.69	144
46	137	41	76.97	178
47	118	38	75.64	156
48	125	37	77.16	162
49	129	38	77.25	167
50	127	37	77.44	164
51	114	43	72.61	157
52	106	37	74.13	143
53	118	39	75.16	157
54	123	40	75.46	163
55	121	40	75.16	161
56	112	43	72.26	155
57	102	34	75.00	136
58	111	33	77.08	144
59	128	39	76.65	167
60	111	52	68.10	163
61	110	42	72.37	152
62	110	28	79.71	138
63	104	45	69.80	149
64	79	44	64.23	123
65	101	48	67.79	149
66	105	30	77.78	135
67	114	35	76.51	149
68	108	34	76.06	142
69	94	39	70.68	133
70	95	30	76.00	125
71	90	39	69.77	129
72	83	42	66.40	125
73	79	36	68.70	115
74	98	42	70.00	140
75	96	38	71.64	134
76	81	28	74.31	109
77	90	45	66.67	135
78	77	50	60.63	127
79	70	31	69.31	101
80	93	25	78.81	118
81	76	35	68.47	111
82	70	28	71.43	98
83	73	28	72.28	101
84	72	35	67.29	107
85	68	26	72.34	94
86	66	40	62.26	106
87	52	35	59.77	87
88	52	31	62.65	83
89	60	26	69.77	86
90	65	33	66.33	98
91	66	21	75.86	87
92	69	18	79.31	87
93	70	33	67.96	103
94	63	24	72.41	87
95	58	25	69.88	83
96	48	28	63.16	76
97	58	30	65.91	88
98	60	21	74.07	81
99	58	23	71.60	81
100	10	19	34.48	29

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	85	436	16.31	521
2	35	150	18.92	185
3	33	188	14.93	221
4	22	232	8.66	254
5	16	355	4.31	371
6	7	374	1.84	381
7	7	201	3.37	208
8	7	214	3.17	221
9	9	210	4.11	219
10	8	225	3.43	233
11	9	240	3.61	249
12	7	235	2.89	242
13	5	247	1.98	252
14	11	266	3.97	277
15	5	237	2.07	242
16	6	246	2.38	252
17	5	224	2.18	229
18	4	247	1.59	251
19	2	272	0.73	274
20	4	267	1.48	271
21	6	243	2.41	249
22	8	279	2.79	287
23	5	237	2.07	242
24	5	234	2.09	239
25	5	262	1.87	267
26	3	242	1.22	245
27	9	275	3.17	284
28	6	264	2.22	270
29	4	254	1.55	258
30	5	271	1.81	276
31	6	252	2.33	258
32	4	226	1.74	230
33	3	265	1.12	268
34	2	261	0.76	263
35	4	282	1.40	286
36	14	267	4.98	281
37	1	280	0.36	281
38	3	271	1.09	274
39	8	262	2.96	270
40	4	263	1.50	267
41	4	270	1.46	274
42	3	242	1.22	245
43	4	280	1.41	284
44	2	245	0.81	247
45	6	258	2.27	264
46	2	257	0.77	259
47	5	270	1.82	275
48	5	249	1.97	254
49	5	301	1.63	306
50	6	251	2.33	257
51	3	271	1.09	274
52	6	229	2.55	235
53	6	281	2.09	287
54	3	278	1.07	281
55	1	278	0.36	279
56	7	242	2.81	249
57	6	233	2.51	239
58	8	229	3.38	237
59	6	283	2.08	289
60	5	235	2.08	240
61	10	222	4.31	232
62	5	238	2.06	243
63	4	240	1.64	244
64	3	217	1.36	220
65	4	207	1.90	211
66	3	204	1.45	207
67	4	250	1.57	254
68	6	225	2.60	231
69	2	222	0.89	224
70	8	214	3.60	222
71	3	200	1.48	203
72	6	226	2.59	232
73	8	217	3.56	225
74	11	173	5.98	184
75	2	194	1.02	196
76	3	223	1.33	226
77	4	188	2.08	192
78	4	196	2.00	200
79	6	184	3.16	190
80	10	183	5.18	193
81	6	183	3.17	189
82	4	171	2.29	175
83	1	188	0.53	189
84	7	150	4.46	157
85	10	179	5.29	189
86	8	194	3.96	202
87	9	160	5.33	169
88	9	161	5.29	170
89	5	150	3.23	155
90	6	157	3.68	163
91	5	178	2.73	183
92	5	139	3.47	144
93	6	134	4.29	140
94	5	152	3.18	157
95	6	136	4.23	142
96	11	131	7.75	142
97	4	119	3.25	123
98	7	149	4.49	156
99	4	131	2.96	135
100	3	103	2.83	106

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	140	326	30.04	466
2	140	455	23.53	595
3	114	403	22.05	517
4	73	451	13.93	524
5	47	604	7.22	651
6	41	689	5.62	730
7	44	809	5.16	853
8	37	796	4.44	833
9	34	770	4.23	804
10	40	714	5.31	754
11	27	751	3.47	778
12	28	707	3.81	735
13	30	751	3.84	781
14	32	719	4.26	751
15	30	743	3.88	773
16	44	699	5.92	743
17	16	708	2.21	724
18	27	679	3.82	706
19	35	680	4.90	715
20	32	750	4.09	782
21	36	714	4.80	750
22	33	695	4.53	728
23	28	732	3.68	760
24	24	672	3.45	696
25	30	704	4.09	734
26	30	754	3.83	784
27	23	760	2.94	783
28	23	743	3.00	766
29	28	758	3.56	786
30	22	715	2.99	737
31	23	716	3.11	739
32	27	779	3.35	806
33	23	764	2.92	787
34	24	764	3.05	788
35	21	794	2.58	815
36	22	727	2.94	749
37	23	776	2.88	799
38	21	674	3.02	695
39	30	743	3.88	773
40	17	760	2.19	777
41	19	786	2.36	805
42	23	751	2.97	774
43	22	761	2.81	783
44	21	718	2.84	739
45	20	718	2.71	738
46	17	774	2.15	791
47	24	783	2.97	807
48	25	744	3.25	769
49	24	775	3.00	799
50	25	714	3.38	739
51	24	749	3.10	773
52	31	710	4.18	741
53	15	700	2.10	715
54	23	643	3.45	666
55	15	730	2.01	745
56	15	725	2.03	740
57	12	720	1.64	732
58	15	683	2.15	698
59	20	681	2.85	701
60	21	693	2.94	714
61	28	670	4.01	698
62	18	691	2.54	709
63	18	672	2.61	690
64	13	612	2.08	625
65	20	642	3.02	662
66	27	645	4.02	672
67	16	642	2.43	658
68	22	655	3.25	677
69	23	632	3.51	655
70	27	576	4.48	603
71	27	650	3.99	677
72	16	607	2.57	623
73	19	578	3.18	597
74	24	572	4.03	596
75	20	543	3.55	563
76	23	571	3.87	594
77	14	574	2.38	588
78	19	585	3.15	604
79	20	519	3.71	539
80	20	494	3.89	514
81	19	480	3.81	499
82	17	526	3.13	543
83	16	522	2.97	538
84	23	481	4.56	504
85	18	474	3.66	492
86	21	502	4.02	523
87	20	461	4.16	481
88	16	468	3.31	484
89	12	461	2.54	473
90	20	443	4.32	463
91	22	419	4.99	441
92	25	417	5.66	442
93	22	421	4.97	443
94	24	406	5.58	430
95	25	397	5.92	422
96	17	438	3.74	455
97	28	378	6.90	406
98	25	401	5.87	426
99	19	392	4.62	411
100	9	329	2.66	338

