CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	103	45	69.59	148
2	132	42	75.86	174
3	123	54	69.49	177
4	84	56	60.00	140
5	93	51	64.58	144
6	61	36	62.89	97
7	74	27	73.27	101
8	65	29	69.15	94
9	83	32	72.17	115
10	90	35	72.00	125
11	102	42	70.83	144
12	94	35	72.87	129
13	105	39	72.92	144
14	101	27	78.91	128
15	101	33	75.37	134
16	92	40	69.70	132
17	109	33	76.76	142
18	90	45	66.67	135
19	113	33	77.40	146
20	88	33	72.73	121
21	111	36	75.51	147
22	113	33	77.40	146
23	123	37	76.88	160
24	99	39	71.74	138
25	118	45	72.39	163
26	97	45	68.31	142
27	94	35	72.87	129
28	86	29	74.78	115
29	132	30	81.48	162
30	111	36	75.51	147
31	130	30	81.25	160
32	124	36	77.50	160
33	120	33	78.43	153
34	110	36	75.34	146
35	115	22	83.94	137
36	116	45	72.05	161
37	109	26	80.74	135
38	129	27	82.69	156
39	119	29	80.41	148
40	130	38	77.38	168
41	131	39	77.06	170
42	114	31	78.62	145
43	125	37	77.16	162
44	110	31	78.01	141
45	125	37	77.16	162
46	114	32	78.08	146
47	114	37	75.50	151
48	121	36	77.07	157
49	124	35	77.99	159
50	129	29	81.65	158
51	129	42	75.44	171
52	130	36	78.31	166
53	124	32	79.49	156
54	121	24	83.45	145
55	112	19	85.50	131
56	121	37	76.58	158
57	129	36	78.18	165
58	114	31	78.62	145
59	131	34	79.39	165
60	97	42	69.78	139
61	121	37	76.58	158
62	113	35	76.35	148
63	113	39	74.34	152
64	113	28	80.14	141
65	108	29	78.83	137
66	114	34	77.03	148
67	111	33	77.08	144
68	105	28	78.95	133
69	105	32	76.64	137
70	93	30	75.61	123
71	99	35	73.88	134
72	78	29	72.90	107
73	93	39	70.45	132
74	83	31	72.81	114
75	84	32	72.41	116
76	103	31	76.87	134
77	88	27	76.52	115
78	96	32	75.00	128
79	81	34	70.43	115
80	93	22	80.87	115
81	93	15	86.11	108
82	90	32	73.77	122
83	72	24	75.00	96
84	80	28	74.07	108
85	77	28	73.33	105
86	68	17	80.00	85
87	74	23	76.29	97
88	72	26	73.47	98
89	83	33	71.55	116
90	79	15	84.04	94
91	68	31	68.69	99
92	62	22	73.81	84
93	62	24	72.09	86
94	53	18	74.65	71
