CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	123	73	62.76	196
2	157	80	66.24	237
3	161	78	67.36	239
4	89	73	54.94	162
5	108	66	62.07	174
6	54	52	50.94	106
7	68	51	57.14	119
8	81	49	62.31	130
9	87	45	65.91	132
10	99	59	62.66	158
11	104	40	72.22	144
12	108	66	62.07	174
13	96	49	66.21	145
14	127	48	72.57	175
15	147	54	73.13	201
16	110	52	67.90	162
17	130	63	67.36	193
18	130	57	69.52	187
19	119	58	67.23	177
20	107	41	72.30	148
21	122	48	71.76	170
22	125	55	69.44	180
23	100	56	64.10	156
24	131	47	73.60	178
25	119	66	64.32	185
26	123	50	71.10	173
27	135	58	69.95	193
28	105	54	66.04	159
29	105	50	67.74	155
30	121	57	67.98	178
31	131	53	71.20	184
32	120	44	73.17	164
33	123	52	70.29	175
34	125	52	70.62	177
35	112	49	69.57	161
36	125	63	66.49	188
37	139	44	75.96	183
38	121	45	72.89	166
39	137	50	73.26	187
40	112	45	71.34	157
41	123	62	66.49	185
42	134	67	66.67	201
43	118	51	69.82	169
44	144	49	74.61	193
45	121	46	72.46	167
46	158	56	73.83	214
47	125	46	73.10	171
48	106	61	63.47	167
49	122	59	67.40	181
50	115	54	68.05	169
51	110	54	67.07	164
52	114	52	68.67	166
53	137	46	74.86	183
54	134	57	70.16	191
55	141	52	73.06	193
56	139	62	69.15	201
57	124	36	77.50	160
58	137	58	70.26	195
59	105	51	67.31	156
60	119	54	68.79	173
61	96	53	64.43	149
62	115	41	73.72	156
63	109	34	76.22	143
64	109	56	66.06	165
65	108	42	72.00	150
66	123	52	70.29	175
67	102	55	64.97	157
68	106	38	73.61	144
69	106	46	69.74	152
70	113	46	71.07	159
71	102	62	62.20	164
72	112	55	67.07	167
73	100	49	67.11	149
74	107	49	68.59	156
75	91	40	69.47	131
76	98	42	70.00	140
77	103	43	70.55	146
78	96	50	65.75	146
79	96	46	67.61	142
80	83	34	70.94	117
81	87	40	68.50	127
82	104	44	70.27	148
83	75	46	61.98	121
84	72	47	60.50	119
85	76	43	63.87	119
86	72	43	62.61	115
87	77	36	68.14	113
88	88	41	68.22	129
89	68	44	60.71	112
90	79	33	70.54	112
91	78	42	65.00	120
92	88	36	70.97	124
93	84	38	68.85	122
94	58	46	55.77	104
95	68	37	64.76	105
96	57	33	63.33	90
97	63	33	65.62	96
98	66	44	60.00	110
99	63	35	64.29	98
100	18	18	50.00	36

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	84	437	16.12	521
2	32	140	18.60	172
3	32	176	15.38	208
4	28	239	10.49	267
5	12	357	3.25	369
6	10	389	2.51	399
7	8	238	3.25	246
8	4	226	1.74	230
9	9	248	3.50	257
10	16	239	6.27	255
11	5	261	1.88	266
12	15	239	5.91	254
13	9	259	3.36	268
14	6	256	2.29	262
15	9	252	3.45	261
16	9	257	3.38	266
17	6	282	2.08	288
18	7	274	2.49	281
19	8	256	3.03	264
20	7	263	2.59	270
21	6	271	2.17	277
22	7	268	2.55	275
23	9	261	3.33	270
24	7	243	2.80	250
25	4	290	1.36	294
26	7	295	2.32	302
27	9	250	3.47	259
28	5	288	1.71	293
29	9	290	3.01	299
30	6	256	2.29	262
31	9	294	2.97	303
32	2	281	0.71	283
33	10	294	3.29	304
34	8	303	2.57	311
35	7	271	2.52	278
36	3	274	1.08	277
37	6	290	2.03	296
38	4	289	1.37	293
39	8	281	2.77	289
40	8	299	2.61	307
41	6	285	2.06	291
42	6	252	2.33	258
43	4	279	1.41	283
44	5	281	1.75	286
45	6	337	1.75	343
46	6	264	2.22	270
47	5	284	1.73	289
48	6	281	2.09	287
49	7	269	2.54	276
50	8	253	3.07	261
51	3	267	1.11	270
52	3	262	1.13	265
53	6	289	2.03	295
54	10	246	3.91	256
55	4	303	1.30	307
56	3	262	1.13	265
57	8	275	2.83	283
58	6	248	2.36	254
59	11	274	3.86	285
60	10	282	3.42	292
61	5	264	1.86	269
62	10	287	3.37	297
63	4	283	1.39	287
64	8	246	3.15	254
65	9	247	3.52	256
66	8	252	3.08	260
67	7	239	2.85	246
68	5	242	2.02	247
69	6	254	2.31	260
70	5	225	2.17	230
71	5	239	2.05	244
72	6	207	2.82	213
73	4	257	1.53	261
74	8	224	3.45	232
75	5	222	2.20	227
76	3	242	1.22	245
77	6	236	2.48	242
78	6	199	2.93	205
79	6	211	2.76	217
80	11	211	4.95	222
81	5	215	2.27	220
82	8	211	3.65	219
83	6	211	2.76	217
84	4	204	1.92	208
85	8	190	4.04	198
86	8	185	4.15	193
87	5	188	2.59	193
88	6	169	3.43	175
89	8	193	3.98	201
90	9	169	5.06	178
91	5	187	2.60	192
92	4	180	2.17	184
93	7	180	3.74	187
94	7	191	3.54	198
95	5	175	2.78	180
96	5	177	2.75	182
97	10	167	5.65	177
98	5	161	3.01	166
99	7	126	5.26	133
100	5	127	3.79	132

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	138	308	30.94	446
2	156	454	25.57	610
3	129	419	23.54	548
4	86	480	15.19	566
5	45	610	6.87	655
6	32	696	4.40	728
7	47	813	5.47	860
8	29	799	3.50	828
9	37	758	4.65	795
10	32	732	4.19	764
11	30	793	3.65	823
12	34	731	4.44	765
13	39	757	4.90	796
14	34	740	4.39	774
15	31	756	3.94	787
16	27	725	3.59	752
17	32	733	4.18	765
18	41	720	5.39	761
19	45	733	5.78	778
20	26	744	3.38	770
21	28	743	3.63	771
22	42	738	5.38	780
23	21	761	2.69	782
24	26	728	3.45	754
25	24	776	3.00	800
26	25	739	3.27	764
27	21	737	2.77	758
28	31	762	3.91	793
29	31	753	3.95	784
30	16	785	2.00	801
31	24	774	3.01	798
32	29	768	3.64	797
33	28	800	3.38	828
34	31	752	3.96	783
35	25	726	3.33	751
36	28	778	3.47	806
37	25	779	3.11	804
38	18	773	2.28	791
39	19	779	2.38	798
40	29	732	3.81	761
41	19	792	2.34	811
42	20	791	2.47	811
43	29	762	3.67	791
44	29	758	3.68	787
45	23	717	3.11	740
46	27	750	3.47	777
47	25	772	3.14	797
48	18	771	2.28	789
49	23	754	2.96	777
50	29	819	3.42	848
51	26	782	3.22	808
52	25	754	3.21	779
53	20	804	2.43	824
54	19	780	2.38	799
55	19	720	2.57	739
56	17	746	2.23	763
57	14	739	1.86	753
58	16	728	2.15	744
59	24	736	3.16	760
60	26	701	3.58	727
61	20	744	2.62	764
62	23	735	3.03	758
63	16	663	2.36	679
64	16	716	2.19	732
65	31	670	4.42	701
66	18	708	2.48	726
67	21	719	2.84	740
68	16	641	2.44	657
69	24	652	3.55	676
70	33	652	4.82	685
71	25	688	3.51	713
72	27	682	3.81	709
73	28	662	4.06	690
74	27	654	3.96	681
75	20	623	3.11	643
76	19	607	3.04	626
77	19	656	2.81	675
78	28	647	4.15	675
79	23	616	3.60	639
80	26	542	4.58	568
81	23	561	3.94	584
82	23	541	4.08	564
83	23	530	4.16	553
84	28	577	4.63	605
85	19	551	3.33	570
86	17	542	3.04	559
87	19	556	3.30	575
88	21	546	3.70	567
89	23	541	4.08	564
90	18	509	3.42	527
91	23	489	4.49	512
92	16	522	2.97	538
93	22	513	4.11	535
94	27	465	5.49	492
95	34	492	6.46	526
96	36	492	6.82	528
97	27	491	5.21	518
98	22	463	4.54	485
99	19	460	3.97	479
100	15	392	3.69	407

