CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	100	50	66.67	150
2	131	46	74.01	177
3	115	70	62.16	185
4	76	52	59.38	128
5	64	54	54.24	118
6	54	42	56.25	96
7	39	48	44.83	87
8	69	36	65.71	105
9	67	39	63.21	106
10	81	30	72.97	111
11	70	42	62.50	112
12	84	42	66.67	126
13	97	45	68.31	142
14	68	40	62.96	108
15	65	36	64.36	101
16	75	31	70.75	106
17	102	39	72.34	141
18	72	51	58.54	123
19	77	34	69.37	111
20	87	28	75.65	115
21	86	43	66.67	129
22	99	34	74.44	133
23	92	31	74.80	123
24	83	44	65.35	127
25	101	47	68.24	148
26	77	43	64.17	120
27	86	43	66.67	129
28	91	41	68.94	132
29	79	46	63.20	125
30	91	36	71.65	127
31	88	39	69.29	127
32	88	40	68.75	128
33	78	31	71.56	109
34	87	37	70.16	124
35	99	57	63.46	156
36	88	33	72.73	121
37	95	41	69.85	136
38	80	49	62.02	129
39	93	35	72.66	128
40	88	42	67.69	130
41	81	38	68.07	119
42	85	40	68.00	125
43	91	35	72.22	126
44	77	38	66.96	115
45	91	47	65.94	138
46	86	40	68.25	126
47	92	32	74.19	124
48	97	39	71.32	136
49	88	34	72.13	122
50	90	39	69.77	129
51	95	26	78.51	121
52	88	34	72.13	122
53	80	31	72.07	111
54	87	46	65.41	133
55	67	42	61.47	109
56	85	42	66.93	127
57	75	43	63.56	118
58	81	33	71.05	114
59	90	42	68.18	132
60	72	30	70.59	102
61	81	46	63.78	127
62	85	32	72.65	117
63	94	24	79.66	118
64	86	36	70.49	122
65	88	43	67.18	131
66	84	46	64.62	130
67	66	36	64.71	102
68	90	40	69.23	130
69	65	35	65.00	100
70	78	43	64.46	121
71	79	30	72.48	109
72	74	37	66.67	111
73	67	33	67.00	100
74	72	32	69.23	104
75	69	26	72.63	95
76	69	30	69.70	99
77	74	28	72.55	102
78	60	19	75.95	79
79	63	36	63.64	99
80	78	39	66.67	117
81	74	28	72.55	102
82	53	35	60.23	88
83	50	26	65.79	76
