CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	112	47	70.44	159
2	123	49	71.51	172
3	144	79	64.57	223
4	95	50	65.52	145
5	91	84	52.00	175
6	50	48	51.02	98
7	62	58	51.67	120
8	69	46	60.00	115
9	82	55	59.85	137
10	87	37	70.16	124
11	77	55	58.33	132
12	92	50	64.79	142
13	77	36	68.14	113
14	88	43	67.18	131
15	88	41	68.22	129
16	109	36	75.17	145
17	109	54	66.87	163
18	95	43	68.84	138
19	97	45	68.31	142
20	85	41	67.46	126
21	104	48	68.42	152
22	104	69	60.12	173
23	98	43	69.50	141
24	105	46	69.54	151
25	103	51	66.88	154
26	101	49	67.33	150
27	116	31	78.91	147
28	102	49	67.55	151
29	98	45	68.53	143
30	110	43	71.90	153
31	86	35	71.07	121
32	130	38	77.38	168
33	108	42	72.00	150
34	119	42	73.91	161
35	110	47	70.06	157
36	93	60	60.78	153
37	92	54	63.01	146
38	120	59	67.04	179
39	108	57	65.45	165
40	112	49	69.57	161
41	98	58	62.82	156
42	108	42	72.00	150
43	86	44	66.15	130
44	98	51	65.77	149
45	111	50	68.94	161
46	112	49	69.57	161
47	111	48	69.81	159
48	94	51	64.83	145
49	97	45	68.31	142
50	111	47	70.25	158
51	111	34	76.55	145
52	113	50	69.33	163
53	93	41	69.40	134
54	129	34	79.14	163
55	98	28	77.78	126
56	92	44	67.65	136
57	97	53	64.67	150
58	89	44	66.92	133
59	104	42	71.23	146
60	92	46	66.67	138
61	99	54	64.71	153
62	82	42	66.13	124
63	99	44	69.23	143
64	94	46	67.14	140
65	98	53	64.90	151
66	81	42	65.85	123
67	87	36	70.73	123
68	91	32	73.98	123
69	78	51	60.47	129
70	62	43	59.05	105
71	76	43	63.87	119
72	88	38	69.84	126
73	88	32	73.33	120
74	85	37	69.67	122
75	76	50	60.32	126
76	102	40	71.83	142
77	71	39	64.55	110
78	66	42	61.11	108
79	79	52	60.31	131
80	81	48	62.79	129
81	69	42	62.16	111
82	78	31	71.56	109
83	67	38	63.81	105
84	73	39	65.18	112
85	62	37	62.63	99
86	56	48	53.85	104
87	61	33	64.89	94
88	76	37	67.26	113
89	48	55	46.60	103
90	73	35	67.59	108
91	68	37	64.76	105
92	51	46	52.58	97
93	63	35	64.29	98
