CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	102	56	64.56	158
2	148	55	72.91	203
3	125	45	73.53	170
4	101	70	59.06	171
5	109	35	75.69	144
6	59	46	56.19	105
7	76	36	67.86	112
8	75	39	65.79	114
9	76	34	69.09	110
10	74	43	63.25	117
11	83	28	74.77	111
12	112	37	75.17	149
13	108	39	73.47	147
14	104	33	75.91	137
15	85	43	66.41	128
16	104	39	72.73	143
17	100	34	74.63	134
18	99	37	72.79	136
19	98	38	72.06	136
20	97	42	69.78	139
21	86	38	69.35	124
22	109	31	77.86	140
23	94	47	66.67	141
24	91	48	65.47	139
25	90	31	74.38	121
26	105	29	78.36	134
27	93	45	67.39	138
28	116	40	74.36	156
29	113	32	77.93	145
30	110	27	80.29	137
31	117	26	81.82	143
32	112	37	75.17	149
33	93	38	70.99	131
34	111	33	77.08	144
35	108	34	76.06	142
36	104	33	75.91	137
37	111	32	77.62	143
38	93	38	70.99	131
39	132	42	75.86	174
40	109	36	75.17	145
41	111	39	74.00	150
42	96	38	71.64	134
43	95	34	73.64	129
44	99	38	72.26	137
45	105	38	73.43	143
46	108	38	73.97	146
47	118	28	80.82	146
48	111	35	76.03	146
49	106	34	75.71	140
50	110	35	75.86	145
51	95	25	79.17	120
52	111	44	71.61	155
53	113	48	70.19	161
54	100	35	74.07	135
55	119	48	71.26	167
56	90	28	76.27	118
57	103	31	76.87	134
58	107	40	72.79	147
59	78	20	79.59	98
60	110	42	72.37	152
61	96	36	72.73	132
62	102	29	77.86	131
63	95	28	77.24	123
64	88	27	76.52	115
65	93	40	69.92	133
66	102	25	80.31	127
67	82	34	70.69	116
68	69	41	62.73	110
69	95	18	84.07	113
70	91	28	76.47	119
71	87	25	77.68	112
72	69	31	69.00	100
73	79	33	70.54	112
74	89	34	72.36	123
75	85	26	76.58	111
76	77	25	75.49	102
77	69	20	77.53	89
78	67	25	72.83	92
79	89	31	74.17	120
80	81	29	73.64	110
81	80	28	74.07	108
82	82	29	73.87	111
83	65	27	70.65	92
84	71	31	69.61	102
85	60	18	76.92	78
86	70	22	76.09	92
87	63	20	75.90	83
88	58	30	65.91	88
89	55	24	69.62	79
90	61	17	78.21	78
91	62	27	69.66	89
92	67	22	75.28	89
