CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	76	47	61.79	123
2	121	62	66.12	183
3	110	53	67.48	163
4	76	64	54.29	140
5	65	56	53.72	121
6	49	41	54.44	90
7	57	49	53.77	106
8	63	54	53.85	117
9	59	33	64.13	92
10	71	38	65.14	109
11	66	42	61.11	108
12	87	33	72.50	120
13	98	44	69.01	142
14	85	38	69.11	123
15	87	47	64.93	134
16	72	47	60.50	119
17	89	51	63.57	140
18	97	29	76.98	126
19	88	43	67.18	131
20	82	42	66.13	124
21	80	47	62.99	127
22	92	51	64.34	143
23	96	50	65.75	146
24	89	46	65.93	135
25	89	37	70.63	126
26	100	37	72.99	137
27	88	46	65.67	134
28	96	47	67.13	143
29	88	41	68.22	129
30	120	42	74.07	162
31	81	57	58.70	138
32	66	29	69.47	95
33	82	52	61.19	134
34	92	42	68.66	134
35	79	54	59.40	133
36	92	34	73.02	126
37	79	39	66.95	118
38	83	47	63.85	130
39	81	52	60.90	133
40	78	38	67.24	116
41	83	44	65.35	127
42	93	42	68.89	135
43	98	42	70.00	140
44	96	43	69.06	139
45	102	49	67.55	151
46	91	35	72.22	126
47	85	49	63.43	134
48	101	36	73.72	137
49	78	55	58.65	133
50	84	44	65.62	128
51	97	38	71.85	135
52	96	39	71.11	135
53	93	35	72.66	128
54	90	33	73.17	123
55	72	44	62.07	116
56	89	42	67.94	131
57	64	34	65.31	98
58	88	49	64.23	137
59	91	37	71.09	128
60	90	42	68.18	132
61	83	32	72.17	115
62	78	35	69.03	113
63	79	45	63.71	124
64	94	34	73.44	128
65	83	36	69.75	119
66	82	39	67.77	121
67	74	45	62.18	119
68	76	22	77.55	98
69	87	52	62.59	139
70	78	35	69.03	113
71	68	42	61.82	110
72	75	34	68.81	109
73	57	42	57.58	99
74	86	31	73.50	117
75	65	44	59.63	109
76	59	44	57.28	103
77	59	37	61.46	96
78	69	45	60.53	114
79	60	55	52.17	115
80	68	35	66.02	103
81	47	33	58.75	80
82	56	35	61.54	91
83	63	33	65.62	96
84	60	42	58.82	102
85	59	41	59.00	100
86	56	33	62.92	89
87	63	31	67.02	94
88	60	39	60.61	99
89	51	29	63.75	80
90	57	29	66.28	86
91	61	40	60.40	101
92	62	36	63.27	98
93	50	39	56.18	89
94	57	26	68.67	83
95	53	30	63.86	83
96	33	25	56.90	58
97	42	36	53.85	78
98	51	26	66.23	77
99	28	35	44.44	63
100	9	21	30.00	30

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	84	346	19.53	430
2	39	123	24.07	162
3	39	181	17.73	220
4	16	236	6.35	252
5	11	306	3.47	317
6	3	339	0.88	342
7	11	207	5.05	218
8	5	200	2.44	205
9	6	188	3.09	194
10	5	180	2.70	185
11	10	231	4.15	241
12	3	202	1.46	205
13	3	216	1.37	219
14	2	225	0.88	227
15	2	191	1.04	193
16	6	223	2.62	229
17	6	221	2.64	227
18	10	228	4.20	238
19	6	216	2.70	222
20	2	214	0.93	216
21	7	213	3.18	220
22	5	221	2.21	226
