CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	93	41	69.40	134
2	135	45	75.00	180
3	100	58	63.29	158
4	77	59	56.62	136
5	62	42	59.62	104
6	47	42	52.81	89
7	71	24	74.74	95
8	59	38	60.82	97
9	73	33	68.87	106
10	81	34	70.43	115
11	83	35	70.34	118
12	94	35	72.87	129
13	92	30	75.41	122
14	87	36	70.73	123
15	88	28	75.86	116
16	97	37	72.39	134
17	86	41	67.72	127
18	89	46	65.93	135
19	92	32	74.19	124
20	108	40	72.97	148
21	84	28	75.00	112
22	91	32	73.98	123
23	69	35	66.35	104
24	89	40	68.99	129
25	94	31	75.20	125
26	101	33	75.37	134
27	84	40	67.74	124
28	102	26	79.69	128
29	94	34	73.44	128
30	93	30	75.61	123
31	99	44	69.23	143
32	99	31	76.15	130
33	108	42	72.00	150
34	85	28	75.22	113
35	99	41	70.71	140
36	104	37	73.76	141
37	79	32	71.17	111
38	102	44	69.86	146
39	91	37	71.09	128
40	94	39	70.68	133
41	95	37	71.97	132
42	101	46	68.71	147
43	96	42	69.57	138
44	92	26	77.97	118
45	90	47	65.69	137
46	96	43	69.06	139
47	84	26	76.36	110
48	84	41	67.20	125
49	98	39	71.53	137
50	83	31	72.81	114
51	71	38	65.14	109
52	84	42	66.67	126
53	71	33	68.27	104
54	83	30	73.45	113
55	94	36	72.31	130
56	90	48	65.22	138
57	58	29	66.67	87
58	78	36	68.42	114
59	77	42	64.71	119
60	78	36	68.42	114
61	76	42	64.41	118
62	76	29	72.38	105
63	69	28	71.13	97
64	75	32	70.09	107
65	76	32	70.37	108
66	80	30	72.73	110
67	88	27	76.52	115
68	65	31	67.71	96
69	69	31	69.00	100
70	74	22	77.08	96
71	81	39	67.50	120
72	73	34	68.22	107
73	69	24	74.19	93
74	60	33	64.52	93
75	55	22	71.43	77
76	70	23	75.27	93
77	61	33	64.89	94
78	57	21	73.08	78
79	51	19	72.86	70
80	53	21	71.62	74
81	57	27	67.86	84
82	52	18	74.29	70
83	58	33	63.74	91
84	70	28	71.43	98
85	52	18	74.29	70
86	49	26	65.33	75
87	47	27	63.51	74
88	57	26	68.67	83
89	52	31	62.65	83
90	38	23	62.30	61
91	55	24	69.62	79
92	49	18	73.13	67
93	40	19	67.80	59
94	50	23	68.49	73
95	40	27	59.70	67
96	49	22	69.01	71
97	32	34	48.48	66
98	28	17	62.22	45
99	36	22	62.07	58
100	11	13	45.83	24

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	72	307	19.00	379
2	28	113	19.86	141
3	24	179	11.82	203
4	17	204	7.69	221
5	8	246	3.15	254
6	6	289	2.03	295
7	7	180	3.74	187
8	7	179	3.76	186
9	7	177	3.80	184
10	10	174	5.43	184
11	12	179	6.28	191
12	12	201	5.63	213
13	11	202	5.16	213
14	8	200	3.85	208
15	6	200	2.91	206
16	7	192	3.52	199
17	6	212	2.75	218
18	7	208	3.26	215
19	10	196	4.85	206
20	6	178	3.26	184
21	7	249	2.73	256
22	8	205	3.76	213
23	2	204	0.97	206
24	2	198	1.00	200
25	3	227	1.30	230
26	9	204	4.23	213
27	4	211	1.86	215
