CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	48	31	60.76	79
2	57	29	66.28	86
3	43	31	58.11	74
4	38	32	54.29	70
5	28	31	47.46	59
6	19	19	50.00	38
7	20	15	57.14	35
8	18	17	51.43	35
9	22	24	47.83	46
10	25	18	58.14	43
11	34	12	73.91	46
12	40	20	66.67	60
13	34	19	64.15	53
14	36	26	58.06	62
15	27	19	58.70	46
16	35	14	71.43	49
17	29	13	69.05	42
18	41	16	71.93	57
19	40	12	76.92	52
20	38	20	65.52	58
21	46	16	74.19	62
22	29	17	63.04	46
23	45	24	65.22	69
24	31	13	70.45	44
25	44	18	70.97	62
26	45	15	75.00	60
27	38	16	70.37	54
28	50	17	74.63	67
29	40	11	78.43	51
30	35	20	63.64	55
31	34	20	62.96	54
32	39	20	66.10	59
33	34	21	61.82	55
34	38	12	76.00	50
35	32	27	54.24	59
36	48	14	77.42	62
37	50	13	79.37	63
38	47	14	77.05	61
39	39	29	57.35	68
40	28	17	62.22	45
41	55	18	75.34	73
42	35	13	72.92	48
43	40	28	58.82	68
44	48	13	78.69	61
45	47	18	72.31	65
46	43	17	71.67	60
47	39	23	62.90	62
48	34	17	66.67	51
49	38	16	70.37	54
50	37	16	69.81	53
51	46	10	82.14	56
52	41	21	66.13	62
53	48	16	75.00	64
54	30	13	69.77	43
55	38	13	74.51	51
56	49	20	71.01	69
57	39	10	79.59	49
58	51	15	77.27	66
59	47	11	81.03	58
60	33	16	67.35	49
61	42	10	80.77	52
62	32	13	71.11	45
63	42	14	75.00	56
64	42	18	70.00	60
65	41	11	78.85	52
66	38	14	73.08	52
67	42	13	76.36	55
68	44	11	80.00	55
69	44	13	77.19	57
70	40	21	65.57	61
71	44	10	81.48	54
72	42	20	67.74	62
73	30	16	65.22	46
74	32	16	66.67	48
75	39	12	76.47	51
76	27	11	71.05	38
77	43	14	75.44	57
78	33	20	62.26	53
79	32	10	76.19	42
80	31	16	65.96	47
81	31	17	64.58	48
82	36	15	70.59	51
83	38	13	74.51	51
84	28	16	63.64	44
85	34	17	66.67	51
86	31	8	79.49	39
87	29	13	69.05	42
88	25	14	64.10	39
89	26	15	63.41	41
90	35	12	74.47	47
91	15	9	62.50	24
92	27	15	64.29	42
93	23	9	71.88	32
94	32	9	78.05	41
95	17	14	54.84	31
96	22	15	59.46	37
97	24	12	66.67	36
98	21	11	65.62	32
99	15	13	53.57	28
100	6	9	40.00	15

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	20	142	12.35	162
2	16	48	25.00	64
3	16	75	17.58	91
4	4	88	4.35	92
5	9	112	7.44	121
6	3	123	2.38	126
7	2	81	2.41	83
8	6	69	8.00	75
9	8	75	9.64	83
10	4	73	5.19	77
11	8	83	8.79	91
12	2	77	2.53	79
13	1	84	1.18	85
14	1	88	1.12	89
15	6	77	7.23	83
16	6	94	6.00	100
17	4	98	3.92	102
18	5	86	5.49	91
19	1	75	1.32	76
20	2	92	2.13	94
21	1	97	1.02	98
22	2	96	2.04	98
23	0	86	0.00	86
24	5	100	4.76	105
25	3	74	3.90	77
26	2	73	2.67	75
27	1	89	1.11	90
28	3	91	3.19	94
29	1	95	1.04	96
30	2	97	2.02	99
31	1	94	1.05	95
32	1	84	1.18	85
33	2	95	2.06	97
34	2	97	2.02	99
35	1	105	0.94	106
36	2	94	2.08	96
37	2	85	2.30	87
38	1	93	1.06	94
39	2	110	1.79	112
40	3	82	3.53	85
41	2	72	2.70	74
42	2	93	2.11	95
43	3	94	3.09	97
44	3	87	3.33	90
45	1	99	1.00	100
46	3	95	3.06	98
47	3	98	2.97	101
48	0	101	0.00	101
49	4	101	3.81	105
50	0	80	0.00	80
51	1	89	1.11	90
52	4	107	3.60	111
53	2	108	1.82	110
54	3	76	3.80	79
55	3	93	3.12	96
56	5	111	4.31	116
57	2	90	2.17	92
58	3	85	3.41	88
59	4	103	3.74	107
60	4	99	3.88	103
61	2	88	2.22	90
62	2	87	2.25	89
63	3	81	3.57	84
64	5	82	5.75	87
65	1	91	1.09	92
66	2	87	2.25	89
67	3	80	3.61	83
68	0	86	0.00	86
69	4	78	4.88	82
70	2	78	2.50	80
71	1	93	1.06	94
72	2	73	2.67	75
73	0	76	0.00	76
74	2	81	2.41	83
75	5	85	5.56	90
76	2	83	2.35	85
77	2	84	2.33	86
78	2	77	2.53	79
79	1	75	1.32	76
80	2	77	2.53	79
81	2	80	2.44	82
82	1	84	1.18	85
83	2	69	2.82	71
84	1	65	1.52	66
85	1	77	1.28	78
86	3	71	4.05	74
87	2	70	2.78	72
88	3	69	4.17	72
89	3	68	4.23	71
90	1	58	1.69	59
91	2	62	3.12	64
92	1	75	1.32	76
93	3	71	4.05	74
94	4	71	5.33	75
95	0	64	0.00	64
96	0	56	0.00	56
97	0	62	0.00	62
98	2	57	3.39	59
99	3	67	4.29	70
100	1	44	2.22	45

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	94	122	43.52	216
2	85	161	34.55	246
3	76	138	35.51	214
4	54	182	22.88	236
5	42	218	16.15	260
6	30	261	10.31	291
7	35	299	10.48	334
8	38	310	10.92	348
9	19	244	7.22	263
10	25	261	8.74	286
11	29	272	9.63	301
12	33	282	10.48	315
13	25	264	8.65	289
14	25	240	9.43	265
15	19	249	7.09	268
16	23	248	8.49	271
17	26	247	9.52	273
18	38	268	12.42	306
19	22	271	7.51	293
20	35	267	11.59	302
21	37	260	12.46	297
22	28	251	10.04	279
23	23	267	7.93	290
24	25	265	8.62	290
25	23	290	7.35	313
26	24	279	7.92	303
27	26	267	8.87	293
28	23	296	7.21	319
29	28	286	8.92	314
30	20	281	6.64	301
31	27	285	8.65	312
32	27	262	9.34	289
33	20	283	6.60	303
34	22	308	6.67	330
35	20	293	6.39	313
36	28	281	9.06	309
37	28	267	9.49	295
38	26	294	8.12	320
39	25	281	8.17	306
40	28	273	9.30	301
41	22	310	6.63	332
42	20	287	6.51	307
43	24	295	7.52	319
44	17	273	5.86	290
45	17	285	5.63	302
46	24	271	8.14	295
47	22	297	6.90	319
48	18	278	6.08	296
49	16	299	5.08	315
50	22	264	7.69	286
51	21	288	6.80	309
52	20	269	6.92	289
53	20	261	7.12	281
54	16	286	5.30	302
55	16	298	5.10	314
56	19	265	6.69	284
57	13	274	4.53	287
58	13	300	4.15	313
59	10	282	3.42	292
60	14	256	5.19	270
61	8	267	2.91	275
62	12	257	4.46	269
63	8	251	3.09	259
64	8	257	3.02	265
65	9	258	3.37	267
66	10	252	3.82	262
67	8	254	3.05	262
68	14	239	5.53	253
69	5	255	1.92	260
70	14	240	5.51	254
71	13	246	5.02	259
72	10	230	4.17	240
73	15	230	6.12	245
74	8	242	3.20	250
75	8	213	3.62	221
76	10	231	4.15	241
77	7	218	3.11	225
78	12	205	5.53	217
79	4	201	1.95	205
80	10	199	4.78	209
81	12	212	5.36	224
82	9	194	4.43	203
83	6	189	3.08	195
84	8	201	3.83	209
85	7	198	3.41	205
86	8	219	3.52	227
87	6	202	2.88	208
88	8	204	3.77	212
89	6	215	2.71	221
90	6	191	3.05	197
91	8	207	3.72	215
92	6	185	3.14	191
93	5	181	2.69	186
94	11	175	5.91	186
95	4	191	2.05	195
96	8	195	3.94	203
97	7	167	4.02	174
98	10	164	5.75	174
