CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	102	39	72.34	141
2	147	54	73.13	201
3	136	66	67.33	202
4	100	57	63.69	157
5	99	45	68.75	144
6	66	47	58.41	113
7	72	40	64.29	112
8	84	28	75.00	112
9	76	35	68.47	111
10	99	32	75.57	131
11	115	34	77.18	149
12	116	30	79.45	146
13	132	27	83.02	159
14	107	45	70.39	152
15	122	35	77.71	157
16	120	27	81.63	147
17	105	40	72.41	145
18	115	34	77.18	149
19	118	43	73.29	161
20	129	41	75.88	170
21	135	41	76.70	176
22	121	35	77.56	156
23	108	32	77.14	140
24	124	36	77.50	160
25	129	41	75.88	170
26	131	53	71.20	184
27	117	30	79.59	147
28	132	36	78.57	168
29	139	40	77.65	179
30	118	45	72.39	163
31	132	37	78.11	169
32	133	37	78.24	170
33	121	44	73.33	165
34	127	30	80.89	157
35	117	49	70.48	166
36	133	35	79.17	168
37	124	34	78.48	158
38	122	41	74.85	163
39	115	29	79.86	144
40	140	32	81.40	172
41	118	34	77.63	152
42	115	45	71.88	160
43	138	23	85.71	161
44	142	33	81.14	175
45	110	47	70.06	157
46	140	29	82.84	169
47	119	38	75.80	157
48	130	32	80.25	162
49	154	32	82.80	186
50	154	32	82.80	186
51	121	21	85.21	142
52	123	37	76.88	160
53	128	31	80.50	159
54	114	31	78.62	145
55	107	27	79.85	134
56	135	32	80.84	167
57	136	34	80.00	170
58	125	30	80.65	155
59	130	33	79.75	163
60	126	28	81.82	154
61	105	25	80.77	130
62	113	25	81.88	138
63	125	29	81.17	154
64	117	24	82.98	141
65	113	32	77.93	145
66	115	42	73.25	157
67	113	30	79.02	143
68	113	34	76.87	147
69	102	35	74.45	137
70	95	34	73.64	129
71	103	30	77.44	133
72	113	42	72.90	155
73	105	21	83.33	126
74	123	29	80.92	152
75	97	38	71.85	135
76	102	25	80.31	127
77	99	31	76.15	130
78	84	36	70.00	120
79	103	23	81.75	126
80	72	36	66.67	108
81	100	27	78.74	127
82	85	19	81.73	104
83	84	28	75.00	112
84	88	25	77.88	113
85	77	29	72.64	106
86	88	23	79.28	111
87	82	25	76.64	107
88	67	27	71.28	94
89	88	23	79.28	111
90	68	25	73.12	93
91	83	22	79.05	105
92	70	32	68.63	102
93	62	29	68.13	91
94	77	17	81.91	94
95	96	32	75.00	128
96	65	32	67.01	97
97	66	22	75.00	88
98	58	21	73.42	79
99	56	28	66.67	84
100	17	9	65.38	26

CHG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	69	370	15.72	439
2	37	133	21.76	170
3	33	185	15.14	218
4	17	264	6.05	281
5	22	298	6.88	320
6	9	312	2.80	321
7	5	223	2.19	228
8	7	206	3.29	213
9	5	185	2.63	190
10	9	198	4.35	207
11	12	220	5.17	232
12	9	233	3.72	242
13	8	201	3.83	209
14	10	223	4.29	233
15	8	208	3.70	216
16	10	227	4.22	237
17	8	252	3.08	260
18	12	205	5.53	217
19	4	245	1.61	249
20	8	206	3.74	214
21	7	217	3.12	224
22	2	230	0.86	232
23	8	249	3.11	257
24	8	233	3.32	241
25	6	253	2.32	259
26	4	236	1.67	240
27	9	245	3.54	254
28	6	234	2.50	240
29	6	238	2.46	244
30	5	230	2.13	235
31	4	243	1.62	247
32	5	247	1.98	252
33	2	232	0.85	234
34	4	250	1.57	254
35	8	237	3.27	245
36	9	247	3.52	256
37	5	272	1.81	277
38	7	237	2.87	244
39	10	258	3.73	268
40	7	225	3.02	232
41	8	256	3.03	264
42	4	253	1.56	257
43	7	231	2.94	238
44	3	231	1.28	234
45	3	254	1.17	257
46	10	235	4.08	245
47	6	245	2.39	251
48	5	235	2.08	240
49	7	264	2.58	271
50	6	231	2.53	237
51	6	247	2.37	253
52	4	240	1.64	244
53	5	233	2.10	238
54	5	232	2.11	237
55	2	229	0.87	231
56	4	233	1.69	237
57	5	219	2.23	224
58	5	262	1.87	267
59	6	217	2.69	223
60	7	247	2.76	254
61	5	232	2.11	237
62	4	208	1.89	212
63	8	210	3.67	218
64	6	239	2.45	245
65	1	216	0.46	217
66	5	225	2.17	230
67	8	217	3.56	225
68	8	223	3.46	231
69	4	203	1.93	207
70	3	235	1.26	238
71	6	196	2.97	202
72	3	200	1.48	203
73	8	202	3.81	210
74	8	218	3.54	226
75	4	183	2.14	187
76	4	206	1.90	210
77	6	195	2.99	201
78	8	196	3.92	204
79	7	201	3.37	208
80	5	189	2.58	194
81	5	171	2.84	176
82	3	196	1.51	199
83	5	169	2.87	174
84	8	154	4.94	162
85	2	178	1.11	180
86	4	150	2.60	154
87	5	150	3.23	155
88	7	171	3.93	178
89	5	151	3.21	156
90	5	171	2.84	176
91	7	170	3.95	177
92	2	154	1.28	156
93	6	150	3.85	156
94	4	156	2.50	160
95	4	149	2.61	153
96	4	145	2.68	149
97	6	148	3.90	154
98	2	131	1.50	133
99	4	145	2.68	149
100	1	108	0.92	109

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	126	285	30.66	411
2	152	340	30.89	492
3	102	332	23.50	434
4	64	398	13.85	462
5	43	514	7.72	557
6	36	610	5.57	646
7	29	734	3.80	763
8	43	670	6.03	713
9	26	658	3.80	684
10	30	633	4.52	663
11	24	673	3.44	697
12	30	633	4.52	663
13	22	668	3.19	690
14	29	689	4.04	718
15	26	649	3.85	675
16	31	601	4.91	632
17	22	608	3.49	630
18	26	593	4.20	619
19	27	638	4.06	665
20	35	655	5.07	690
21	24	655	3.53	679
22	29	686	4.06	715
23	23	681	3.27	704
24	21	650	3.13	671
25	19	683	2.71	702
26	22	654	3.25	676
27	20	647	3.00	667
28	22	637	3.34	659
29	18	657	2.67	675
30	26	659	3.80	685
31	17	671	2.47	688
32	12	648	1.82	660
33	20	645	3.01	665
34	23	678	3.28	701
35	17	677	2.45	694
36	19	693	2.67	712
37	32	633	4.81	665
38	25	660	3.65	685
39	20	677	2.87	697
40	24	639	3.62	663
41	19	684	2.70	703
42	24	697	3.33	721
43	20	670	2.90	690
44	13	669	1.91	682
45	16	631	2.47	647
46	18	655	2.67	673
47	16	711	2.20	727
48	15	683	2.15	698
49	19	636	2.90	655
50	13	656	1.94	669
51	23	673	3.30	696
52	19	673	2.75	692
53	19	691	2.68	710
54	14	679	2.02	693
55	22	684	3.12	706
56	18	663	2.64	681
57	24	680	3.41	704
58	15	630	2.33	645
59	15	636	2.30	651
60	18	673	2.60	691
61	16	620	2.52	636
62	18	650	2.69	668
63	14	591	2.31	605
64	10	625	1.57	635
65	12	570	2.06	582
66	14	614	2.23	628
67	14	597	2.29	611
68	13	593	2.15	606
69	16	597	2.61	613
70	10	604	1.63	614
71	14	547	2.50	561
72	17	611	2.71	628
73	16	569	2.74	585
74	11	581	1.86	592
75	14	549	2.49	563
76	16	501	3.09	517
77	19	557	3.30	576
78	17	551	2.99	568
79	12	552	2.13	564
80	16	531	2.93	547
81	20	535	3.60	555
82	14	481	2.83	495
83	17	469	3.50	486
84	17	519	3.17	536
85	12	451	2.59	463
86	8	475	1.66	483
87	17	460	3.56	477
88	10	513	1.91	523
89	15	452	3.21	467
90	17	400	4.08	417
91	15	429	3.38	444
92	17	426	3.84	443
93	15	457	3.18	472
94	19	431	4.22	450
95	11	412	2.60	423
96	13	420	3.00	433
97	10	422	2.31	432
98	14	386	3.50	400
99	10	395	2.47	405
100	7	355	1.93	362

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	45	26	63.38	71
2	67	38	63.81	105
3	69	39	63.89	108
4	48	36	57.14	84
5	47	21	69.12	68
6	31	26	54.39	57
7	46	21	68.66	67
8	37	14	72.55	51
9	29	21	58.00	50
10	40	10	80.00	50
11	38	17	69.09	55
12	51	22	69.86	73
13	53	20	72.60	73
14	49	14	77.78	63
15	50	26	65.79	76
16	43	8	84.31	51
17	46	22	67.65	68
18	45	12	78.95	57
19	42	17	71.19	59
20	48	16	75.00	64
21	42	17	71.19	59
22	42	17	71.19	59
23	40	12	76.92	52
24	33	15	68.75	48
25	37	8	82.22	45
26	34	18	65.38	52
27	43	11	79.63	54
28	33	15	68.75	48
29	36	9	80.00	45
30	40	12	76.92	52
31	48	15	76.19	63
32	28	14	66.67	42
33	39	14	73.58	53
34	24	12	66.67	36
35	41	12	77.36	53
36	29	13	69.05	42
37	28	7	80.00	35
38	34	9	79.07	43
39	29	7	80.56	36
40	24	6	80.00	30
41	27	13	67.50	40
42	22	7	75.86	29
43	29	10	74.36	39
44	19	8	70.37	27
45	26	8	76.47	34
46	29	10	74.36	39
47	27	7	79.41	34
48	21	8	72.41	29
49	30	1	96.77	31
50	23	8	74.19	31
51	26	8	76.47	34
52	26	6	81.25	32
53	29	3	90.62	32
54	21	2	91.30	23
55	26	10	72.22	36
56	19	4	82.61	23
57	22	6	78.57	28
58	20	6	76.92	26
59	17	6	73.91	23
60	16	7	69.57	23
61	18	7	72.00	25
62	18	6	75.00	24
63	19	0	100.00	19
64	11	5	68.75	16
65	17	7	70.83	24
66	9	5	64.29	14
67	14	6	70.00	20
68	11	3	78.57	14
69	17	6	73.91	23
70	12	4	75.00	16
71	18	2	90.00	20
72	10	5	66.67	15
73	16	3	84.21	19
74	10	2	83.33	12
75	10	3	76.92	13
76	17	7	70.83	24
77	14	0	100.00	14
78	8	4	66.67	12
79	11	2	84.62	13
80	6	3	66.67	9
81	6	4	60.00	10
82	13	1	92.86	14
83	9	2	81.82	11
84	7	3	70.00	10
85	15	1	93.75	16
86	11	3	78.57	14
87	13	0	100.00	13
88	5	0	100.00	5
89	12	2	85.71	14
90	6	3	66.67	9
91	7	1	87.50	8
92	13	2	86.67	15
93	10	0	100.00	10
94	4	2	66.67	6
95	10	1	90.91	11
96	10	3	76.92	13
97	9	1	90.00	10
98	3	1	75.00	4
99	8	0	100.00	8
100	3	0	100.00	3

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	34	214	13.71	248
2	28	75	27.18	103
